Feature.ID	B1_RPKM_fwd_RNA.Seq	B2_RPKM_fwd_RNA.Seq	B3_RPKM_fwd_RNA.Seq	B4_RPKM_fwd_RNA.Seq	B5_RPKM_fwd_RNA.Seq	B6_RPKM_fwd_RNA.Seq	B7_RPKM_fwd_RNA.Seq	B8_RPKM_fwd_RNA.Seq	B9_RPKM_fwd_RNA.Seq	B10_RPKM_fwd_RNA.Seq
TRABD2A	0.071	0.037	0.113	0	0	0.614	0	0.221	0.262	0.158
TRABD2B	0.259	0.125	0.055	0.736	0.13	0.323	0.171	0.115	0.414	0.188
TRADD	2.619	2.578	3.953	2.568	1.229	0.236	2.219	1.346	0.982	3.543
TRAF1	0.478	0.301	0.378	0.555	0.461	0.267	0.48	0.625	0.49	0.201
TRAF2	1.493	1.872	0.76	2.638	1.626	0.384	0.757	1.967	0.443	1.43
TRAF3	3.652	3.514	2.867	3.291	1.685	0.854	1.995	1.263	1.167	2.841
TRAF3IP1	3.711	4.772	2.002	1.228	1.596	1.256	2.364	1.654	1.475	3.92
TRAF3IP2	3.889	3.754	1.356	2.718	1.331	1.288	1.688	0.575	1.651	4.257
TRAF3IP3	0.18	0.78	0.384	0.26	0.051	1.475	0.766	0.216	1.493	0.349
TRAF4	4.447	8.077	3.742	7.488	4.377	1.325	4.014	8.348	2.084	9.842
TRAF5	4.29	3.619	3.988	2.37	4.437	1.527	2.903	1.977	2.147	1.221
TRAF6	4.076	3.125	3.02	2.794	2.187	1.286	1.804	1.439	1.117	2.125
TRAF7	3.166	5.708	4.167	3.955	1.755	0.763	2.18	1.574	1.344	5.284
TRAFD1	6.452	17.644	7.558	8.126	7.167	11.105	4.585	4.599	4.157	12.919
TRAIP	0.68	1.424	0.712	1.23	2.786	0.691	0.387	2.106	0.83	0.854
TRAK1	37.105	47.221	12.713	27.232	22.836	2.732	13.475	20.621	7.565	41.315
TRAK2	3.701	10.111	3.033	1.13	2.365	2.249	2.713	3.736	1.939	5.35
TRAM1	42.142	104.512	24.593	23.573	40.525	12.407	22.96	38.075	14.384	83.673
TRAM1L1	0.958	0.031	0.806	0.867	0.084	0.948	1.366	0.373	0.663	0.343
TRAM2	1.02	1.865	0.953	1.688	1.146	1.065	0.822	1.705	0.841	2.978
TRANK1	3.299	2.11	2.328	3.186	1.489	1.167	2.113	1.194	1.474	3.47
TRAP1	10.996	24.102	18.879	19.014	6.847	1.903	7.918	4.864	3.366	13.134
TRAPPC1	6.239	10.024	7.078	5.114	2.556	2.212	4.388	3.601	3.351	10.491
TRAPPC10	5.509	5.35	4.095	5.591	8.335	1.354	4.4	4.025	1.993	4.987
TRAPPC11	13.753	16.198	12.03	10.154	11.894	3.761	8.225	7.191	5.484	21.187
TRAPPC12	5.674	6.878	5.826	3.966	3.52	1.87	3.953	3.805	1.464	7.375
TRAPPC2	5.361	6.924	4.133	3.722	4.859	1.283	2.521	3.641	1.292	6.014
TRAPPC2L	12.543	25.905	15.433	7.065	8.331	2.223	7.309	5.232	5.342	14.422
TRAPPC3	8.793	16.159	8.772	8.44	8.22	4.387	6.526	8.064	4.983	11.49
TRAPPC4	9.575	20.629	9.371	5.575	7.262	1.893	5.137	3.777	2.427	11.208
TRAPPC5	8.663	15.852	8.706	5.285	8.242	3.701	4.671	4.316	2.108	13.208
TRAPPC6A	3.093	5.178	4.148	1.204	2.528	1.293	1.353	0.599	0.967	3.101
TRAPPC6B	11.325	14.12	10.44	8.088	5.864	2.764	7.265	6.376	3.61	10.078
TRAPPC8	12.667	16.424	11.003	7.621	7.349	2.487	7.51	5.84	3.743	14.064
TRAPPC9	3.053	5.793	2.696	4.482	2.316	1.216	2.818	3.027	1.145	4.024
TRAT1	0	0.998	0.227	0.086	0.034	0.516	0.154	0.446	0.396	0.384
TRDMT1	0.543	0.417	0.338	0.401	0.646	0.661	0.545	0.457	0.701	0.665
TRDN	0.007359	0	0.175	0.004441	0.00518	0.62	0.233	0.123	0.672	0.196
TREH	0.022	0.304	0.104	0	0.031	0.094	0.169	0	0.786	0.024
TREM1	0	0.328	0.252	0.128	0.037	0.515	0.222	0.124	0.66	1.882
TREM2	0.192	0.298	0.183	0.046	0.108	0.166	0.696	0	0.32	0
TREML1	0	0	0.294	0	0.058	0.357	0.267	0.165	0.457	0.183
TREML2	0.097	0.067	0.179	0.039	0.045	0.698	0.25	0.172	0.447	0.131
TREML4	0	0	0.279	0.024	0	0.591	0.151	0.13	0.649	0.054
TRERF1	3.603	5.473	6.834	2.97	2.404	1.245	2.522	3.623	1.744	10.359
TREX1	1.275	2.005	1.808	1.378	1.849	0.329	0.516	1.015	0.421	1.172
TREX2	0.032	0	0.077	0	0	0	0.042	0.172	0	0.054
TRH	0.02	0	0.144	0	0	0.348	0.13	0.054	0.167	0.089
TRHDE	0.758	1.637	0.277	4.433	1.498	3.526	1.703	3.207	0.666	0.619
TRHR	0.057	0	0.136	0.035	0	1.606	0.258	0.153	0.871	0.46
TRIAP1	10.885	21.102	15.856	11.691	8.914	3.696	9.237	6.527	4.548	27.622
TRIB1	9.277	72.366	10.45	9.234	8.685	2.213	3.537	5.747	4.748	9.135
TRIB2	5.938	19.265	7.435	9.538	1.034	2.974	2.832	0.979	1.474	15.323
TRIB3	0.198	1.789	0.039	0.159	0.952	0.143	0.149	1.254	0.228	0.128
TRIL	0.12	0.421	0.038	0.029	0.045	0.207	0.124	0.245	0.266	0.226
TRIM10	0	0	0.108	0	0	0.493	0.221	0.076	0.284	0.076
TRIM11	2.285	5.193	4.5	3.194	1.99	0.714	1.34	1.363	0.791	4.08
TRIM13	4.339	8.211	7.269	5.883	2.939	1.605	1.856	1.071	1.498	8.088
TRIM14	3.191	4.376	3.889	5.827	1.813	0.933	3.53	1.607	1.334	1.692
TRIM15	0	0	0	0	0	0.236	0.094	0.097	0.403	0.02
TRIM16	4.114	17.909	9.21	16.496	8.521	0.783	4.682	1.748	9.42	31.085
TRIM16L	0.898	1.518	1.261	1.183	2.816	0.176	0.527	0.762	1.074	2.107
TRIM17	0.307	4.757	1.021	0.76	0.951	0.199	0.159	0.164	0.298	0.554
TRIM2	20.323	26.365	35.147	8.395	3.734	2.807	10.713	4.45	3.063	47.918
TRIM21	7.907	10.981	4.185	4.076	2.598	3.624	4.469	1.259	2.613	3.236
TRIM22	3.338	6.792	10.012	5.814	1.548	2.771	22.614	0.768	4.928	1.533
TRIM23	4.118	5.737	3.376	2.417	3.578	1.568	2.532	2.02	2.183	4.203
TRIM24	9.9	28.793	5.615	31.335	15.117	3.753	4.291	11.828	5.621	26.514
TRIM25	7.297	11.587	5.271	6.895	5.503	1.613	4.102	3.597	2.398	9.707
TRIM26	6.092	7.734	5.89	4.916	4.328	1.842	3.694	3.501	3.23	4.82
TRIM27	15.63	49.816	16.93	12.385	7.846	3.826	7.513	8.087	3.508	7.359
TRIM28	10.72	15.08	13.285	11.42	10.895	2.835	3.972	7.02	2.763	15.139
TRIM29	29.697	25.679	93.945	25.362	18.583	4.747	14.466	0.625	9.312	106.991
TRIM3	0.238	0.497	0.593	0.273	0.535	0.924	0.292	0.475	0.362	0.152
TRIM31	0.399	1.639	7.634	7.974	0.421	10.605	0.747	0.745	2.21	32.258
TRIM32	5.505	6.151	2.998	5.226	5.942	1.128	2.093	3.047	1.235	4.124
TRIM33	16.748	21.036	17.253	11.243	15.914	3.919	9.804	14.357	5.722	21.924
TRIM34	5.328	7.478	2.339	2.338	1.295	0	1.188	0.409	0.313	1.478
TRIM35	4.02	2.98	3.115	2.103	1.32	1.53	2.509	0.932	1.219	3.394
TRIM36	0.041	0.115	0.275	0.03	0.047	0.572	0.278	0.717	0.549	0.092
TRIM37	6.338	9.009	2.443	3.215	12.471	1.966	3.232	6.373	2.59	9.239
TRIM38	14.166	8.317	7.735	18.66	10.199	2.546	10.274	3.489	3.343	8.257
TRIM39	3.052	2.8	2.096	2.041	2.29	0.965	1.606	1.843	0.706	1.546
TRIM39-RPP21	1.162	0.6	0.552	0.997	0.182	1.227	1.033	0.275	0.929	0.315
TRIM4	12.051	11.726	8.032	6.468	5.567	2.274	4.849	3.214	2.947	7.929
TRIM40	0	0	0.1	0	0	0.365	0.136	0.056	0.409	0
TRIM41	2.772	3.251	2.178	1.8	1.353	0.954	1.041	1.105	0.856	1.3
TRIM42	0	0	0.113	0	0	0.479	0.123	0.021	0.482	0.079
TRIM43	0	0	0.295	0.09	0.035	1.611	0.417	0.829	1.927	0.166
TRIM43B	0.049	0	0.403	0.498	0	1.886	0.783	0.485	1.679	0.31
TRIM44	12.342	13.179	6.382	5.573	9.048	1.975	6.179	4.155	4.029	9.413
TRIM45	1.457	1.243	1.422	1.514	2.831	1.171	1.167	1.853	1.126	1.543
TRIM46	0.024	0.074	0.142	0	0.017	0.052	0.139	0.128	0.166	0.1
TRIM47	0.215	0.526	0.849	0.129	0.327	0.386	0.231	0.715	0.099	0.367
TRIM48	0	0	0.2	0	0	0.968	0.217	0.224	0.698	0.202
TRIM49	0	0	0.622	0.045	0.026	0.323	0.145	0.299	1.139	0.249
TRIM49B	0	0	0.141	0.18	0	0.514	0.308	0.238	1.154	0.099
TRIM49C	0.037	0	0.178	0.045	0	0.566	0.217	0.324	0.414	0.197
TRIM49DP	0	0	0.065	0.099	0	0.237	0	0.073	0.076	0.091
TRIM49L1	0.025	0	0.699	0.089	0	0.635	0.443	0.327	1.56	0.449
TRIM5	6.723	11.185	6.251	4.778	4.919	3.248	4.526	1.932	3.367	4.13
TRIM50	0.02	0	0	0	0.028	0	0.102	0.105	0.109	0.077
TRIM51	0	0.038	0.354	0.03	0	1.073	0.353	0.364	1.306	0.441
TRIM51GP	0	0	0.141	0	0	0.257	0.269	0.159	0.412	0.182
TRIM52	4.315	1.958	3.045	3.682	2.719	1.248	2.215	3.202	1.1	1.593
TRIM54	0	0	0.14	0.024	0	0.255	0.127	0.026	0.163	0.109
TRIM55	0	0	0.034	0	0.02	0.613	0.238	0.246	0.707	0.213
TRIM56	5.68	4.24	3.712	3.579	2.393	0.936	2.18	2.13	1.231	5.425
TRIM58	0.196	0.012	0.224	0.009467	0.011	0.373	0.375	0.094	0.282	0.118
TRIM59	5.25	5.934	4.761	2.961	3.277	1.263	2.076	6.041	1.647	5.66
TRIM6	0.392	8.818	0.137	0.264	0.276	0.149	0.164	0.599	0.096	0.492
TRIM6-TRIM34	0.825	0.612	0.994	1.15	1.064	1.607	1.531	0.976	1.77	1.677
TRIM60	0.161	0	0.238	0	0.028	0.087	0.259	0.161	0.333	0.2
TRIM61	0.589	0.079	0.365	0	0.072	1.217	1.752	0.41	0.851	0.298
TRIM62	1.043	1.795	0.751	1.665	0.667	0.865	1.142	0.885	0.787	1.006
TRIM63	0.046	0.035	0.163	0.083	0.547	0.493	0.236	0.061	0.632	0.33
TRIM64	0	0	0.063	0.032	0.074	0	0.034	0.141	0.073	0.117
TRIM64B	0	0	0.439	0.064	0	1.026	0.545	0.106	1.023	0.278
TRIM64C	0	0	0.284	0	0	0.904	0.309	0.239	0.497	0.066
TRIM65	0.706	2.387	0.922	0.966	2.401	0.508	0.638	1.255	0.456	0.797
TRIM66	1.166	0.495	0.69	1.127	0.631	0.753	0.793	0.465	0.919	0.444
TRIM67	0.014	0	0.09	0.00573	0	0.267	0.092	0.025	0.342	0.04
TRIM68	2.679	3.066	2.638	1.602	1.801	1.147	1.481	1.449	1.203	1.065
TRIM69	0.149	0.396	0.455	0.051	0.18	0.552	0.302	0.482	1.119	0.39
TRIM7	0.403	0.332	3.342	0.901	0.109	1	0.266	0.092	0.356	0.124
TRIM71	0	0	0.092	0	0	0.334	0.033	0.034	0.214	0.021
TRIM72	0.019	0.029	0.045	0	0	0	0.049	0.025	0.052	0
TRIM73	0.09	0.046	0.071	0.072	0.127	0.129	0.155	0.04	0.083	0.116
TRIM74	0.21	0.046	0.641	0.072	0.169	0.259	0.232	0.12	0	0.05
TRIM77P	0	0	0.497	0	0	0.904	0.463	0.718	1.821	0.315
TRIM8	18.327	22.291	6.585	10.357	7.223	3.312	8.91	6.528	5.592	31.366
TRIM9	8.699	0.163	0.236	0.021	0.371	0.379	0.28	0.312	0.583	0.114
TRIML1	0	0	0.292	0	0	0.319	0.222	0.164	0.409	0.15
TRIML2	0	0	0.296	0	0	0.403	0.281	0.291	0.603	0.311
TRIO	11.745	7.678	6.287	6.446	7.173	2.187	6.462	14.144	3.088	6.08
TRIOBP	4.105	5.933	3.687	1.73	1.546	1.222	1.956	1.98	1.01	3.76
TRIP10	9.114	8.04	6.643	11.801	8.185	3.998	6.209	4.105	3.564	20.981
TRIP11	19.729	24.772	18.716	10.445	8.894	3.976	8.985	9.292	4.791	16.33
TRIP12	45.871	41.085	22.054	16.112	11.758	7.858	24.324	15.536	13.73	53.265
TRIP13	0.594	2.826	1.747	2.287	3.225	0.977	0.42	2.716	0.979	2.48
TRIP4	9.516	7.661	7.285	9.145	5.431	1.966	5.441	7.651	5.039	8.543
TRIP6	7.99	13.951	19.2	9.365	4.714	2.095	7.604	2.125	3.005	4.217
TRIQK	15.276	30.581	7.898	3.467	5.622	2.21	5.169	2.453	2.587	10.067
TRIT1	18.245	17.263	13.034	20.348	26.166	2.214	8.972	8.507	5.413	19.019
TRMT1	2.261	3.157	2.767	1.613	3.255	0.814	1.814	1.348	0.569	2.339
TRMT10A	1.684	4.531	1.6	1.613	1.852	0.818	1.101	1.221	1.078	5.104
TRMT10B	2.488	2.077	1.97	3.471	1.639	1.372	2.05	1.435	1.416	0.881
TRMT10C	14.682	51.435	21.643	14.601	18.02	3.253	8.782	7.363	3.891	28.193
TRMT11	8.991	8.825	10.433	8.001	8.545	3.132	7.49	4.061	3.556	7.922
TRMT112	55.378	98.575	51.929	41.042	33.021	11.691	29.57	20.915	15.369	75.567
TRMT12	4.957	24.899	3.074	3.211	3.9	2.677	2.753	2.673	1.867	7.798
TRMT13	8.148	6.52	8.623	6.774	7.43	2.391	5.385	8.016	3.563	5.751
TRMT1L	8.911	13.319	14.601	3.25	3.703	1.971	4.679	8.137	3.69	11.659
TRMT2A	2.154	1.658	1.577	2.371	1.469	0.644	1.4	1.229	0.788	2.527
TRMT2B	4.046	4.556	3.427	3.931	3.506	1.168	2.634	2.931	1.061	3.259
TRMT44	3.767	2.422	1.553	3.243	2.782	1.29	1.799	0.607	1.259	5.807
TRMT5	3.748	6.221	2.926	1.994	1.648	1.652	2.143	1.795	1.821	4.322
TRMT6	7.51	12.881	6.28	5.177	10.844	2.344	4.25	5.323	2.956	4.81
TRMT61A	0.537	0.715	0.237	0.497	0.492	0.377	0.306	0.433	0.173	0.436
TRMT61B	4.278	6.661	5.733	3.601	7.598	1.043	3.74	4.301	2.187	8.67
TRMU	2.925	4.053	4.355	4.5	2.552	1.335	2.527	2.555	1.084	3.396
TRNAU1AP	4.681	10.238	4.015	3.139	4.973	1.685	3.05	4.479	2.34	4.715
TRNP1	7.099	40.484	0.296	1.879	3.215	1.076	6.862	2.519	1.724	7.131
TRNT1	9.386	14.814	9.712	8.024	11.486	2.688	6.427	4.907	3.543	7.646
TRO	0.065	0.025	0.058	0	0.069	0.21	0.839	0.292	0.202	0.108
TROAP	0.241	0.483	0.438	1.49	1.438	0.368	0.165	1.684	0.393	0.764
TROVE2	19.778	40.434	29.094	7.725	15.253	6.103	15.098	42.258	5.295	33.166
TRPA1	0.935	1.401	0.241	0.677	0.154	1.448	1.57	0.551	0.993	2.38
TRPC1	4.656	0.361	0.968	0.234	3.223	0.377	1.603	3.441	0.994	1.513
TRPC3	0.212	0.139	0.212	0.013	0.74	0.676	0.375	0.239	0.836	0.316
TRPC4	0.059	0.327	0.139	0.113	0.132	1.266	0.242	0.375	1.006	0.28
TRPC4AP	10.619	10.834	10.369	10.829	19.387	1.489	6.51	9.65	4.24	14.379
TRPC5	0.021	0	0.049	0	0	0.359	0.081	0.055	0.345	0.092
TRPC5OS	0	0	0.255	0.032	0.019	0.347	0.121	0.089	0.408	0.171
TRPC6	0.237	2.636	0.458	0.265	0.432	0.872	0.43	0.69	0.656	0.492
TRPC7	0.014	0	0.196	0	0	0.715	0.178	0.074	0.611	0.077
TRPM1	0.012	0.009215	0.141	0	0.008375	1.079	0.246	0.04	0.79	0.116
TRPM2	0.048	0.512	0.491	0.74	1.037	0.327	0.231	0.303	0.286	0.05
TRPM3	0.006025	0.009333	0.129	0	0	0.416	0.187	0.169	0.817	0.094
TRPM4	1.748	7.543	2.581	4.494	0.834	1.024	1.467	2.147	1.121	4.26
TRPM5	0.062	0.032	0.049	0.012	0.029	0.089	0.12	0.11	0	0.005715
TRPM6	0.089	0.123	0.189	0.034	0.04	0.587	0.381	0.194	0.804	0.169
TRPM7	13.163	15.68	10.864	11.053	12.208	3.057	6.226	10.88	6.19	14.35
TRPM8	0.036	0.011	0.12	0	0.01	0.622	0.232	0.163	0.658	0.116
TRPS1	0.421	0.715	3.781	0.117	0.154	0.752	0.758	0.41	0.527	0.955
TRPT1	8.343	10.091	11.403	4.23	3.915	1.481	3.935	2.54	2.32	5.899
TRPV1	0.417	0.797	0.427	1.174	0.598	0.247	0.528	1.253	0.566	0.676
TRPV2	0.101	0.134	0.137	0.157	0.203	0.187	0.372	0.077	0.399	0.136
TRPV3	0.331	0.789	0.204	1.03	0.624	0.343	0.863	0.397	0.696	1.851
TRPV4	1.499	0.522	1.78	2.472	0.07	0.324	0.629	0.283	0.553	1.102
TRPV5	0.016	0.076	0.309	0	0	0.703	0.147	0.13	0.766	0.154
TRPV6	0.111	2.652	0.496	0.101	0.039	0.421	0.162	0.538	1.156	0.394
TRRAP	5.068	3.713	5.087	6.964	4.017	1.572	3.416	4.933	2.474	7.158
TRUB1	8.383	15.815	13.126	5.395	7.679	2.817	4.93	5.424	3.775	15.031
TRUB2	7.226	15.635	4.275	6.481	8.035	0.729	4.611	4.312	1.634	5.461
TSACC	0.054	0.25	0.128	0.065	0.379	1.164	0.348	0.575	0.298	0.06
TSC1	6.165	6.415	1.774	4.659	6.062	1.176	4.523	4.289	2.314	4.347
TSC2	2.694	2.292	2.696	2.653	0.971	0.931	2.059	1.782	1.173	2.743
TSC22D1	4.511	24.209	10.561	3.997	4.696	4.949	3.999	9.891	2.544	9.025
TSC22D2	5.963	6.089	6.849	5.495	4.906	1.12	3.388	6.694	3.388	19.15
TSC22D3	2.06	3.928	6.88	0.609	1.582	0.934	3.479	2.459	0.838	6.741
TSC22D4	2.088	2.314	2.218	2.582	1.052	0.44	1.491	1.223	0.517	2.893
TSEN15	6.193	12.342	9.758	2.84	7.323	2.943	4.718	11.864	3.029	8.902
TSEN2	5.388	3.652	2.827	6.964	6.227	0.921	4.262	9.326	1.865	3.178
TSEN34	3.247	4.743	5.395	1.848	2.96	1.163	1.738	1.525	0.745	5.322
TSEN54	0.834	1.518	1.139	1.786	2.876	0.9	0.861	1.39	0.635	1.863
TSFM	4.191	8.238	5.477	3.494	3.578	1.381	3.216	2.895	1.631	5.978
TSG101	16.439	29.23	15.77	11.703	12.031	3.048	8.133	8.504	4.341	10.328
TSGA10	7.57	5.577	3.336	2.332	2.839	1.003	4.54	1.422	1.9	1.313
TSGA10IP	0.164	0.29	0.278	0	0	0.101	0.061	0.063	0.065	0.052
TSGA13	0	0	0.233	0	0	0.74	0.221	0.098	1.016	0.204
TSHB	0	0	0	0	0	0.302	0.181	0.187	0.969	0.117
TSHR	0.059	0	0.32	0.02	0	1.055	0.392	0.157	0.56	0.201
TSHZ1	2.115	3.779	3.254	1.966	0.593	2.626	1.088	0.692	0.875	3.315
TSHZ2	6.213	2.112	2.865	0.446	1.023	0.639	2.109	0.858	0.472	0.357
TSHZ3	1.367	1.174	0.919	0.477	0.081	0.391	0.468	0.242	0.433	0.27
TSKS	0	0	0.318	0.027	0.031	0.289	0.202	0.119	0.309	0.037
TSKU	2.701	2.745	6.247	1.897	0.765	0.494	4.484	0.496	0.949	6.845
TSLP	0.057	0.222	0.136	0.017	0.06	0.68	0.296	0.153	0.753	0.215
TSN	14.21	25.855	14.044	8.826	7.855	4.256	6.729	6.776	4.042	16.973
TSNARE1	0.658	3.849	1.614	1.128	1.017	0.367	0.768	0.51	0.294	0.919
TSNAX	13.313	31.808	13.238	11.646	8.404	2.506	6.722	5.477	4.48	21.548
TSNAXIP1	0.232	0.051	0.354	0.14	0.186	0.429	0.299	0.11	0.824	0.184
TSPAN1	0.273	69.019	5.192	1.619	0.734	8.583	0.866	1.027	1.719	8.725
TSPAN10	0.025	0.116	0	0	0.106	0	0	0.033	0	0.056
TSPAN11	0.211	0.304	0.19	0.176	0.02	0.377	0.573	0.068	0.362	0.202
TSPAN12	12.971	22.023	8.059	12.684	0.933	7.225	2.893	2.925	2.708	73.651
TSPAN13	29.929	36.014	53.916	17.869	12.008	3.767	10.41	10.893	7.007	31.167
TSPAN14	12.038	11.042	16.503	8.201	5.298	2.255	3.923	2.137	3.092	19.424
TSPAN15	5.739	17.78	3.281	9.6	5.565	2.16	3.69	19.18	2.901	3.965
TSPAN16	0.039	0	0.092	0	0	0.504	0.151	0	0.108	0.108
TSPAN17	3.752	5.255	3.045	1.491	1.805	1.216	2.059	2.835	1.558	2.195
TSPAN18	0.248	1.406	0.091	0.115	0.027	0.413	1.616	0.191	0.423	0.17
TSPAN19	0	0	0.188	0	0	2.056	0.359	0.212	0.329	0.418
TSPAN2	0.164	2.341	0.209	0.03	0.089	0.653	0.195	1.125	0.383	0.405
TSPAN3	18.864	24.864	32.444	23.225	12.503	5.215	14.314	28.11	6.975	30.098
TSPAN31	14.37	19.234	9.666	7.212	3.993	3.917	7.566	2.077	3.283	14.324
TSPAN32	0	0	0	0	0	0	0.038	0	0.081	0.016
TSPAN33	1.455	4.035	0.83	0.439	0.922	0.44	0.958	1.067	0.645	1.446
TSPAN4	0.183	0.531	0.814	0.138	0.097	0.296	0.148	0.305	0.127	0.241
TSPAN5	0.703	2.048	8.488	0.618	0.402	0.978	0.431	0.699	1.681	21.013
TSPAN6	68.988	120.647	33.399	71.158	37.631	19.766	24.189	12.491	15.32	94.669
TSPAN7	0.314	1.77	0.106	0.135	0	0.774	0.347	0.329	0.31	0.398
TSPAN8	5.156	12.812	0	0.951	2.974	3.557	0.509	6.923	1.09	6.379
TSPAN9	0.79	3.01	0.773	0.449	0.943	0.884	0.937	1.054	0.927	1.667
TSPEAR	0.01	0	0.097	0.037	0.029	0.397	0.105	0.054	0.169	0.023
TSPO	6.991	20.479	9.619	5.681	3.752	1.794	4.379	1.938	2.108	11.467
TSPO2	0	0	0	0	0	0.502	0.25	0.052	0.215	0.022
TSPY1	0.035	0	0.164	0	0	4.026	0.045	0	0.956	0.23
TSPY10	0.035	0	0.742	0	0	2.848	0	0	0.48	0.27
TSPY2	0.14	0	0.497	0	0	6.479	0.09	0	1.062	0
TSPY3	0	0	0.083	0	0	0.903	0.135	0	0.386	0.155
TSPY4	0	0	0.254	0	0	2.16	0.092	0	1.68	0.02
TSPY8	0	0	0.69	0	0	2.194	0	0	0.502	0.04
TSPYL1	22.387	33.665	10.38	8.858	6.476	4.619	10.599	4.699	6.815	22.992
TSPYL2	6.767	3.989	7.273	2.072	4.532	1.051	4.618	6.048	2.297	4.399
TSPYL4	3.033	3.547	1.278	2.197	3.168	1.353	2.413	2.388	2.086	2.932
TSPYL5	3.889	4.845	5.19	4.136	0.83	0.979	1.908	5.609	1.23	4.236
TSPYL6	0	0	0.062	0.047	0.037	0.452	0.186	0.105	0.507	0.167
TSR1	9.515	20.48	9.257	9.457	9.877	1.93	4.84	7.547	3.504	15.58
TSR2	12.214	16.413	7.036	5.675	10.703	3.693	5.362	17.346	3.635	13.608
TSR3	10.014	15.46	10.697	5.637	3.595	1.887	3.298	3.585	3.721	11.358
TSSC1	4.631	6.446	3.742	4.341	5.097	1.726	2.368	3.104	1.952	8.076
TSSC4	2.131	3.829	1.147	1.2	1.8	0.491	1.101	0.568	0.315	1.12
TSSK2	0	0	0.053	0	0	0	0.259	0	0.123	0.124
TSSK3	0.031	0	0	0.334	0.13	0.531	0.04	0.164	0.17	0.085
TSSK4	0.122	0	0.073	0.185	0.043	0.528	0.197	0.326	0.677	0.119
TSSK6	0.14	0.087	0	0.034	0.118	0.121	0.145	0.15	0	0.28
TST	2.723	4.867	1.576	1.306	1.523	0.302	1.578	1.257	0.676	5.832
TSTA3	5.154	41.673	6.44	3.812	2.307	2.96	3.001	2.582	2.309	6.316
TSTD1	37.693	78.595	53.41	18.938	19.126	8.829	25.616	13.709	5.325	34.499
TSTD2	6.304	5.902	2.17	3.308	4.489	1.026	4.094	2.888	1.846	3.043
TSTD3	3.337	1.333	0.798	1.672	1.211	0.997	3.143	0.588	1.046	0.687
TTBK1	0	0	0.081	0.021	0.024	0.343	0.066	0	0.11	0.05
TTBK2	2.565	2.037	2.663	1.535	3.308	1.335	1.707	1.485	1.313	3.063
TTC1	22.429	37.95	19.263	17.006	14.533	4.347	9.728	7.247	6.209	12.64
TTC12	6.868	5.144	4.899	4.851	2.583	1.661	4.152	2.354	2.951	6.925
TTC13	1.624	4.84	2.25	5.315	4.762	1.647	2.494	3.839	1.737	2.977
TTC14	13.793	7.318	13.512	10.966	10.851	1.46	8.479	6.097	4.211	9.419
TTC16	0.028	0	0.067	0.017	0	0.182	0.018	0.056	0.117	0.031
TTC17	22.621	25.082	22.96	18.13	16.93	7.416	15.032	8.418	8.069	29.104
TTC18	0.754	0.474	1.038	0.198	0.246	1.604	0.846	0.393	1.21	0.624
TTC19	16.112	30.956	19.534	13.081	15.461	2.596	10.144	4.333	6.623	20.311
TTC21A	0.713	0.574	0.79	1.067	1.003	1.354	0.442	0.824	0.947	0.559
TTC21B	7.424	5.87	6.826	3.994	5.127	2.329	3.195	4.472	2.474	4.042
TTC22	1.172	0.734	2.439	2.098	0.389	0.512	0.595	0.334	0.656	1.586
TTC23	2.157	3.522	2.928	1.193	1.585	1.79	2.579	0.836	1.765	3.29
TTC23L	1.012	0.415	0.636	0.323	0.712	0.643	0.308	0.357	2.143	1.718
TTC24	0	0	0.24	0	0	0.436	0.104	0.081	0.279	0.034
TTC25	0.214	0.271	0.278	0.117	0.384	1.093	0.327	0.415	0.808	0.292
TTC26	1.429	3.234	2.815	1.317	2.198	1.138	1.117	1.38	1.093	2.14
TTC27	5.255	10.502	5.764	6.058	8.061	2.575	4.619	6.194	1.842	10.381
TTC28	1.636	0.712	2.722	1.979	0.724	0.933	1.395	0.608	0.874	2.062
TTC29	0.045	0	0.538	0.027	0	0.881	0.702	0.514	1.129	0.641
TTC3	26.899	45.848	26.506	17.636	41.542	5.915	16.026	20.962	7.679	27.226
TTC30A	2.626	1.718	1.194	1.014	0.659	1.048	1.13	2.496	1.055	1.563
TTC30B	3.533	3.483	2.725	1.532	0.947	0.661	1.521	2.509	1.186	1.902
TTC31	2.403	2.118	2.231	2.234	2.061	0.895	1.98	1.713	1.338	2.545
TTC32	3.298	3.888	2.572	3.089	5.543	1.063	2.923	3.873	0.681	2.65
TTC33	2.748	3.699	2.653	1.632	2.514	1.333	1.528	2.244	0.915	2.765
TTC34	0	0	0.054	0.028	0	0.098	0.029	0.061	0	0.013
TTC36	0.119	0.461	0	0.144	0.084	0	0.154	0.397	0	0.132
TTC37	24.662	32.995	21.365	11.711	18.892	4.964	10.267	7.785	6.107	17.608
TTC38	3.41	4.538	2.357	1.59	2.4	0.804	1.161	0.744	1.073	4.087
TTC39A	1.808	8.906	2.55	3.12	4.892	1.159	1.24	3.504	1.799	4.72
TTC39B	2.134	0.984	3.747	4.438	0.607	1.128	1.949	1.09	1.257	0.8
TTC39C	2.613	3.458	3.67	3.754	2.433	1	1.705	1.434	1.469	2.504
TTC4	5.152	7.484	4.896	3.262	5.636	2.043	3.141	2.095	2.432	4.51
