Feature.ID	ST3_RPKM_fwd_RNA.Seq	SB3_RPKM_fwd_RNA.Seq	SC3_RPKM_fwd_RNA.Seq	SL3_RPKM_fwd_RNA.Seq	SC4_RPKM_fwd_RNA.Seq	SL4_RPKM_fwd_RNA.Seq	ST4_RPKM_fwd_RNA.Seq	SB4_RPKM_fwd_RNA.Seq	SC2_RPKM_fwd_RNA.Seq	SL2_RPKM_fwd_RNA.Seq	SB2_RPKM_fwd_RNA.Seq	ST2_RPKM_fwd_RNA.Seq	SC1_RPKM_fwd_RNA.Seq	SL1_RPKM_fwd_RNA.Seq	SB1_RPKM_fwd_RNA.Seq	ST1_RPKM_fwd_RNA.Seq
SLC9A6	0.933	1.369	1.93	0.688	1.722	1.309	0.941	0.048	1.851	0.088	1.986	2.168	1.481	0.369	3.193	1.64
SLC9A7	1.77	0.875	0.618	1.438	0.844	0.933	2.858	0.772	0.348	1.001	1.228	3.164	2.197	1.034	1.228	2.76
SLC9A8	1.058	1.138	2.17	1.943	2.053	1.08	1.824	2.475	1.392	1.459	1.664	2.287	3.04	1.291	5.56	2.067
SLC9A9	2.137	2.021	0.188	0.44	0.128	0.596	1.926	0	1.078	0.346	0.883	4.785	0.588	0.855	0.588	4.103
SLC9B1	0.797	0.232	0.095	0.296	0.021	0	0.068	0.053	0.015	0	0.128	0.65	0.056	1.257	0.217	0.692
SLC9B2	1.153	0.672	0.567	6.041	0.385	3.157	1.017	2.204	0.999	0.125	0.773	1.149	1.323	1.961	1.086	0.889
SLC9C1	0.731	0	0.083	0.015	0.045	0	0.178	0	0.007834	0	0.08	0.076	0.118	0.894	0.088	0.098
SLC9C2	0.511	0.034	0.108	0.029	0.219	0	0.033	0	0.058	0	0.025	0.00881	0.041	0.788	0.041	0.065
SLCO1A2	0.451	0	0.035	0.13	0.112	0	0.042	0	0.016	0.266	0.147	0.124	0.062	0.517	0.133	0.044
SLCO1B1	0.772	0.036	1.784	41.055	0.614	12.248	0.303	2.617	0.127	21.473	0.02	0	12.762	24.941	0.337	0.082
SLCO1B3	0.714	0	0.633	17.647	4.022	3.393	0.012	3.895	0	1.944	0.22	0.039	4.931	11.741	9.279	0.038
SLCO1B7	0.784	0	0.142	1.959	0.217	0.175	0.153	0	0	0	0.057	0	0.728	1.613	1.353	0
SLCO1C1	0.572	0.056	0.095	0.089	0.142	0	0.082	0	0.93	0.117	0.062	0.12	0.102	0.65	0	0.08
SLCO2A1	0.663	1.355	0.29	0.212	0.23	0.227	0.479	2.456	2.256	1.486	1.112	0.905	0.764	0.298	8.565	1.02
SLCO2B1	1.379	1.263	3.811	12.911	1.195	8.78	1.867	1.946	1.705	11.377	2.818	2.41	4.392	6.317	5.358	2.995
SLCO3A1	0.374	2.047	0.946	0.476	1.614	1.883	1.155	0.257	1.519	0	0.642	1.239	1.004	0.572	2.157	1.187
SLCO4A1	0.271	0.741	1.644	0.184	2.5	1.729	0.119	0.37	1.164	0	0	0.225	2.238	0.14	0.833	0.393
SLCO4C1	0.666	0.047	0.306	0.718	0	0.396	0.227	0.021	0.115	0.785	0.176	0.183	0.217	1.036	0.061	0.151
SLCO5A1	0.59	0.075	0.085	0	0.046	0	0.266	0	0.008053	0	0.124	0.515	0.228	0.532	0.126	0.458
SLCO6A1	0.384	0	0	0.025	0	0	0	0	0	0	0.088	0.031	0.024	0.691	0	0
SLFN11	2.833	3.384	0.993	0.472	0.342	1.418	2.493	5.892	3.596	0.079	2.929	5.258	1.615	0.789	6.534	4.2
SLFN12	1.215	0.567	0.484	0.374	0.368	0	1.045	0.048	2.12	0	3.649	1.516	0.433	1.216	0.952	1.874
SLFN12L	2.559	0.824	0.463	0.361	0.262	0.272	2.018	0.065	0.676	0	2.595	3.973	0.345	0.713	1.37	3.187
SLFN13	1.106	0.8	0.113	0.128	0.148	0.028	2.522	1.682	0.427	0.049	7.894	1.976	0.28	0.653	1.468	1.934
SLFN14	0.299	0	0.047	0.044	0	0	0.026	1.424	0.011	0	0.019	0	0.021	0.538	0	0
SLFN5	6.245	5.619	1.712	1.235	3.529	1.217	7.537	4.726	3.935	0.54	7.229	17.103	1.832	0.854	13.307	16.136
SLFNL1	0.1	0.07	0	0.208	0.022	0.022	0.154	0	0	0	0.257	0.091	0	0.09	0.168	0.054
SLIRP	2.031	9.352	8.193	12.8	8.402	5.435	3.642	0	31.385	1.974	13.682	8.186	14.221	4.802	16.192	7.589
SLIT1	0.109	0.032	0.06	0.032	0.012	0	0.037	0	0	0	0.021	0.034	0.007679	0.073	0.009112	0.014
SLIT2	1.066	2.88	1.032	0.193	0.766	0.281	0.238	0.046	6.395	0.423	0.446	0.835	0.898	0.646	0.35	0.871
SLIT3	0.86	2.249	0.582	0.356	0.387	0.321	0.239	0.466	3.404	0.622	0.298	1.283	0.577	0.198	0.161	0.694
SLITRK1	0.249	0	0.053	0.012	0.285	0.287	0.035	0.022	0.025	0	0.011	0	0.012	0.318	0.091	0
SLITRK2	0.366	0.114	0.077	0.145	0.304	0.011	0.042	0.49	0.68	0	0	0.026	0.014	0.285	0	0
SLITRK3	0.433	0.071	0.081	0.635	0	3.491	0.052	1.89	0.00765	0	0	0.065	0.433	1.102	0.008558	0.041
SLITRK4	0.291	0.114	0.272	0.041	0.185	0.021	0.04	0	0.108	0	0.185	0.126	0.033	0.21	0.043	0.062
SLITRK5	0.194	0.034	0	0.029	0	0.011	0.05	0.128	0.559	0	0.099	0.167	0.014	0.153	0	0.181
SLITRK6	0.36	1.525	0.065	0.046	0.077	0	0.062	2.399	0.054	0.2	4.995	0.112	0.087	0.557	0	0.082
SLK	4.013	20.37	10.681	5.524	22.507	5.044	3.811	0.468	4.408	2.389	11.935	10.63	9.126	2.283	9.791	10.075
SLMAP	3.604	9.642	9.324	3.279	9.473	2.52	4.842	1.109	4.056	1.326	7.362	6.9	7.4	2.325	13.44	7.163
SLMO1	0.063	0.292	0.396	0.148	0	0.056	0.064	0.066	0.188	0.486	0.064	0.204	0.495	0.169	1.302	0.067
SLMO2	2.73	5.817	21.448	2.79	22.258	6.107	2.998	0.222	9.325	0.49	10.455	5.447	15.185	1.551	19.54	6.143
SLN	3.687	0	0.373	0.087	0.127	0	0.302	1.405	0.044	0	0	1.87	0.334	0.266	0	5.982
SLPI	1.98	53.469	12.644	8.755	1.47	5.861	0.43	0	8.534	4.199	0	5.087	2.546	2.27	11.118	7.399
SLTM	5.685	8.836	6.176	6.805	13.645	6.228	7.191	1.924	5.896	1.312	16.427	12.047	10.119	2.969	10.979	10.475
SLU7	2.963	4.188	5.568	2.188	11.788	2.293	3.233	0.8	4.736	6.466	4.004	6.135	5.954	1.743	5.45	5.278
SLURP1	0.2	2.243	0	0	0.086	0	0	2.335	0	0	0	1.453	0.113	0	0	2.247
SLX1A	1.196	0.944	1.223	2.729	0.316	0.985	0.911	1.072	5.107	1.431	3.022	1.4	1.145	0.911	4.231	0.589
SLX1B	0.368	0.386	2.62	2.019	0.356	1.518	0.754	1.656	5.88	1.431	1.842	1.667	1.145	0.249	4.88	1.08
SLX4	0.635	0.447	0.234	0.166	1.224	0.145	1.235	0.641	0.478	1.033	1.265	0.738	0.459	0.332	1.58	0.622
SMAD1	1.07	2.429	1.594	2.538	0.489	1.385	0.707	0.037	1.677	1.207	1.859	1.825	1.718	1.616	1.865	2.155
SMAD2	2.747	4.323	3.698	1.926	5.063	2.036	2.785	2.031	4.116	2.447	6.112	5.491	5.539	1.089	6.871	5.69
SMAD3	2.552	4.381	2.859	4.444	4.813	3.871	3.181	0.843	1.214	6.445	9.818	5.459	10.272	1.888	6.569	5.57
SMAD4	2.565	3.92	1.972	3.407	2.247	2.113	2.02	2.339	3.185	2.481	3.647	5.197	7.915	2.465	6.381	4.769
SMAD5	2.139	5.009	4.33	4.491	4.813	4.73	2.078	1.558	3.76	2.536	5.793	4.612	9.331	1.886	4.777	5.224
SMAD6	0.356	0.232	0.18	0.211	0.673	1.174	0.061	0.038	0.534	1.521	0.164	0.155	1.832	0.128	0.096	0.133
SMAD7	0.719	3.789	0.811	0.463	1.424	1.729	0.566	0.629	1.641	0.122	0.465	0.94	1.468	0.422	2.917	0.884
SMAD9	1.232	0.934	0.171	0.114	0.265	0.146	0.717	0.367	1.577	0.075	0.227	1.36	0.414	0.416	0.045	0.914
SMAGP	2.085	5.712	6.817	1.649	2.726	1.899	1.454	0	4.067	0	5.44	2.266	7.521	0.861	2.975	2.736
SMAP1	1.679	4.202	5.089	0.766	2.818	0.475	0.993	0.068	4.244	0.879	1.973	2.832	3.033	0.902	3.588	2.534
SMAP2	6.114	4.069	3.409	4.94	2.898	10.48	7.349	3.464	4.413	7.196	12.383	13.998	2.543	2.59	3.606	24.487
SMARCA1	1.897	4.189	2.401	8.423	1.042	3.149	0.441	0.139	6.205	1.639	2.583	1.489	3.533	4.983	17.288	1.434
SMARCA2	5.684	6.191	6.129	6.322	16.033	5.137	6.202	3.029	8.303	4.507	11.065	12.099	5.142	3.772	6.12	9.911
SMARCA4	2.4	4.622	3.223	1.956	4.009	2.656	3.605	1.067	4.233	1.995	8.228	3.644	3.006	0.743	10.806	3.276
SMARCA5	3.748	5.719	4.564	3.617	6.836	3.174	3.734	2.962	9.678	2.059	7.619	8.704	7.815	1.688	7.563	7.938
SMARCAD1	2.258	2.462	2.191	0.772	2.525	0.691	1.987	0.101	2.193	0.074	5.882	4.527	3.367	1.172	5.735	3.83
SMARCAL1	0.811	0.907	1.641	0.577	1.77	0.998	1.34	0.824	1.839	0	2.28	2.126	1.376	0.672	2.329	1.558
SMARCB1	2.781	5.453	4.88	3.112	5.515	4.285	4.62	3.346	7.188	5.161	3.05	4.924	3.111	1.025	8.975	3.61
SMARCC1	3.646	6.949	11.868	3.871	16.564	5.821	5.046	4.078	9.487	2.617	19.462	7.96	5.131	2.223	10.777	7.845
SMARCC2	3.24	5.443	7.434	3.181	8.47	2.89	4.343	2.468	3.093	3.02	7.79	5.746	4.396	1.468	6.634	5.128
SMARCD1	1.664	2.445	4.37	1.639	1.822	0.938	1.726	3.723	4.116	0.244	3.48	2.957	3.215	0.905	3.973	2.882
SMARCD2	1.904	3.298	6.271	2.651	4.326	1.768	3.053	7.2	6.553	5.892	12.745	4.365	5.981	2.17	15.053	4.522
SMARCD3	0.28	0.471	0.603	0.133	0.747	0.375	0.211	0	0.774	0	0.748	0.63	0.381	0.202	0.339	0.359
SMARCE1	5.371	7.141	11.826	4.502	25.147	6.969	6.565	3.384	10.509	1.208	11.596	10.212	4.345	1.919	8.255	9.122
SMC1A	2.601	3.949	5.611	3.539	7.094	2.641	3.055	0.398	2.75	2.367	4.295	3.541	2.342	0.997	3.801	3.126
SMC1B	0.557	0.153	0.208	0.105	0	0.485	0.225	0	0.007594	0	0.546	0.055	0.072	0.798	2.557	0.027
SMC2	1.999	1.904	2.919	0.578	3.033	0.732	2.65	0.145	2.328	0.199	2.982	2.947	2.088	1.154	4.783	3.101
SMC3	4.817	6.531	11.53	4.006	28.04	4.098	6.393	1.109	5.577	1.12	9.916	8.507	6.799	2.216	9.086	7.462
SMC4	3.697	5.302	6.525	2.335	7.927	3.297	7.979	0.212	5.132	1.165	12.143	7.877	5.585	1.494	14.602	7.722
SMC5	4.097	6.177	6.932	3.393	4.98	1.408	4.802	0.65	3.639	1.263	6.391	8.251	5.994	2.162	8.935	7.041
SMC6	3.664	3.77	2.798	2.113	5.331	0.648	5.118	0.043	2.801	0.955	5.62	7.69	3.347	1.604	12.525	5.736
SMCHD1	7.659	8.075	5.813	2.143	3.511	3.814	7.581	1.932	4.678	2.944	7.205	21.321	7.683	2.046	44.629	20.242
SMCP	0	0	0	0	0	0	0.048	0	0	0	0	0	0.079	0.126	0	0
SMCR7	0.163	0.266	0.927	0.724	0.052	0.563	0.111	0	0.904	0.791	0.355	0.487	0.299	0.22	2.391	0.391
SMCR7L	1.568	1.233	1.936	2.745	2.549	1.373	1.497	0.94	1.383	0.294	2.521	2.683	2.832	1.497	2.72	2.732
SMCR8	1.632	1.48	2.484	1.022	1.364	0.693	2.168	1.125	2.332	1.662	2.227	3.403	1.664	0.7	5.918	2.98
SMCR9	0.198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMEK1	6.745	11.06	6.35	6.067	5.489	4.833	6.846	0.702	5.698	1.29	10.939	16.425	13.811	4.357	18.586	14.889
SMEK2	6.206	8.602	12.743	7.648	17.384	4.846	7.233	0.537	10.984	6.571	28.665	17.881	18.471	5.306	20.774	15.48
SMG1	15.03	18.144	17.783	9.706	12.194	5.822	16.649	5.441	6.972	5.471	30.411	32.71	20.18	6.288	33.25	27.776
SMG5	1.84	4.818	7.628	4.73	5.871	4.188	2.998	2.972	2.584	2.109	4.02	3.427	7.208	1.891	14.048	3.198
SMG6	2.084	3.838	2.79	1.134	2.398	1.405	3.376	7.895	1.69	1.54	1.679	3.662	1.588	0.605	5.052	2.794
SMG7	3.171	3.685	8.767	4.372	11.194	2.805	4.654	0.619	5.188	1.102	6.874	5.687	7.648	1.755	10.847	4.974
SMG8	0.824	0.815	1.356	0.997	1.261	1.176	0.439	0.803	1.78	0	1.844	1.302	1.846	0.772	4.99	1.443
SMG9	1.006	1.173	2.779	1.14	3.067	1.285	2.75	0.775	2.169	1.245	2.395	2.122	2.097	0.494	4.423	1.245
SMIM1	0	0	0.125	0.234	0.169	0	0	0	0	0	0	0	0	0.355	0	0
SMIM3	0.415	1.054	1.78	0.41	0.813	0.329	0.142	0.244	3.847	1.434	0.615	0.301	2.27	0.291	1.873	0.468
SMIM4	1.199	1.23	1.972	0.853	0	0	1.638	0	3.813	0	5.537	2.779	2.442	1.511	1.851	2.303
SMIM5	0	0.486	0.044	0.041	0	0	0.071	0.074	0.417	0	0.25	0.151	0.393	0.063	0.07	0.074
SMIM6	0.13	0	0	0.463	0.168	0.058	0	0	1.131	0	0.067	0	0.368	0.117	0.044	0
SMN1	3.312	4.911	4.024	3.654	8.542	4.638	5.182	1.262	6.818	2.833	9.214	6.264	5.397	1.432	6.026	4.561
SMN2	4.1	2.251	3.724	2.549	0.142	0.118	1.875	0.14	1.706	3.085	4.412	0.311	3.704	3.394	4.75	5.859
SMNDC1	2.175	3.167	3.961	1.888	3.284	0.875	1.957	0.112	4.553	3.506	5.037	4.498	4.082	1.529	5.2	3.965
SMO	0.144	1.168	0.182	1.367	0.223	0.026	0.325	0.03	0.527	1.903	0.118	0.24	0.44	0.726	0.367	0.169
SMOC1	0.582	0.163	0.313	8.409	1.114	5.245	0.08	2.466	0.594	5.885	0.06	0.179	1.202	4.273	0.009771	0.109
SMOC2	0.683	3.187	6.423	0.304	2.923	1.692	0.245	0.217	16.313	0.133	1.228	0.941	1.218	0.677	0.665	1.55
SMOX	0.139	0.972	1.671	0.742	0.777	0.372	0.237	0	0.779	1.441	0.166	0.353	2.753	0.125	1.322	0.272
SMPD1	0.61	0.995	0.772	5.295	0.281	2.428	0.312	0.231	1.529	4.91	0.849	0.915	0.912	1.49	1.9	0.883
SMPD2	0.577	0.657	0.973	0.456	0.193	0.171	0.635	0.136	0.904	0	0.756	1.439	1.088	0.289	0.989	0.923
SMPD3	0.347	0.2	1.073	0.17	1.089	0.528	0.279	0.022	0.147	0.079	0.252	0.377	0.22	0.129	0.034	0.469
SMPD4	0.961	2.1	3.458	2.085	2.266	1.2	1.641	0.174	2.686	0.214	4.214	1.622	3.138	0.594	8.536	1.715
SMPD5	0.077	0	0	0	0	0	0	0.327	0	0	0	0	0	0	0	0
SMPDL3A	1.275	4.025	2.793	3.869	1.117	0.962	1.139	0.883	1.339	4.576	1.812	1.972	5.577	2.959	0.823	2.277
SMPDL3B	0.237	0.044	0.9	0	0.693	0	0.065	0.05	1.166	0	0	0.052	0.349	0.342	0.684	0.051
SMPX	0.461	0	0.219	0.41	0	0	0.079	0	0	0	0	0.083	0.13	0.518	0.232	0.799
SMR3A	0	0	0	0.107	0	0	0.246	0	0	0	0	0	0.102	0.648	0	0
SMR3B	1.097	0	0	0.163	0	0	0.281	0	0	0	0	0	0.155	0.618	0	0
SMS	4.507	6.742	17.668	10.312	33.789	9.92	7.058	0.31	22.902	8.648	20.699	6.744	17.156	4.217	21.77	6.811
SMTN	0.224	2.621	1.681	0.498	1.418	1.846	0.372	1.303	2.987	4.131	1.478	0.355	1.028	0.302	1.793	0.298
SMTNL1	0.718	0	0	0	0	0.262	0	4.285	0	0	0.034	0.095	0	0.118	0	0.174
SMTNL2	0.134	0.125	0.283	0.106	0	0	0	0.522	0	0	0.023	0.146	0	0.161	0	0.096
SMU1	1.807	3.532	2.997	2.188	3.256	1.875	2.053	0.595	2.815	0.531	3.693	3.91	3.753	1.463	6.247	3.63
SMUG1	0.714	0.499	1.129	0.444	0.061	0.255	0.5	0.076	1.049	0	2.765	1.099	1.453	0.835	1.509	0.933
SMURF1	1.476	3.51	3.51	1.651	3.42	1.208	1.665	2.531	2.505	2.179	3.307	2.375	5.961	1.178	12.001	2.104
SMURF2	2.339	3.934	3.383	1.024	5.433	1.962	2.273	4.393	2.047	2.815	5.502	4.651	6.05	1.254	26.749	4.028
SMYD1	0.462	0	0.138	0.043	0.157	0	0.066	0	0	0	0	0.141	0.027	0.525	0	0.195
SMYD2	2.172	4.2	5.296	5.04	5.849	1.824	1.877	0.271	6.326	2.484	4.558	4.166	5.494	2.244	24.811	4.91
SMYD3	1.536	1.347	2.255	0.692	2.298	0	0.881	0.065	4.24	0	1.293	2.026	1.391	1.162	4.805	1.148
SMYD4	1.292	1.089	1.084	0.545	0.641	1.274	1.603	0.026	0.566	0	1.275	2.034	0.787	0.783	2.718	1.578
SMYD5	0.671	0.665	2.096	1.07	2.451	1.421	1.218	0.932	1.699	0.489	2.432	1.291	1.59	0.529	4.786	0.873
SNAI1	0.063	0.176	0.757	0.411	0.487	1.18	0.086	0	1.266	0.245	0.065	0.023	0.249	0.17	0.381	0.101
SNAI2	1.478	12.834	1.226	0.333	1.599	1.205	0.958	0.54	4.618	0.198	1.125	1.477	1.932	0.505	11.326	2.802
SNAI3	0.063	0.059	0.08	0	0	0	0.258	0	0.151	0	0.065	0.433	0.071	0.057	0.105	0.268
SNAP23	4.239	4.143	4.746	1.934	6.009	1.418	6.042	2.374	7.717	3.645	6.213	9.2	7.956	1.982	14.202	7.484
SNAP25	0.595	0.971	0.22	0.206	0.192	0	0.152	0.21	0.253	0	0.178	0.108	0.421	0.491	0.266	0.185
SNAP29	1.263	1.543	1.982	3.431	3.561	1.814	1.812	1.711	2.872	0.589	2.23	2.105	1.729	1.206	3.162	2.251
SNAP47	0.682	1.442	1.755	1.915	0.645	0.791	0.606	0.674	2.156	0.707	1.564	1.878	1.57	0.942	5.74	1.772
SNAP91	0.772	0.038	0.039	0.048	0.07	0	0.326	0.021	0	0	0.302	0.257	0.069	0.805	0	0.249
SNAPC1	0.973	2.117	0.923	0.553	1.934	0.94	0.817	0.086	2.408	0.158	0.915	2.1	1.33	0.986	4.694	1.428
SNAPC2	0.139	0.13	0.396	0.288	0.06	0.155	0.19	0	0.479	0	0.499	0.579	0.314	0.25	1.748	0.074
SNAPC3	2.782	1.914	3.631	1.981	5.277	1.458	2.756	1.105	4.592	2.704	4.106	4.952	5.372	1.065	5.242	4.14
SNAPC4	0.44	0.529	0.82	0.604	0.587	0.33	0.712	0.221	0.306	1.17	0.82	0.805	0.917	0.271	1.966	0.507
SNAPC5	1.097	0.959	1.215	1.708	2.652	0.917	1.733	0	3.538	0.533	1.619	2.633	2.328	1.853	3.176	2.123
SNAPIN	1.433	1.241	1.943	2.185	1.979	2.464	0.874	0.108	4.882	3.58	3.361	1.854	1.911	0.737	4.877	2.622
SNCA	0.557	1.183	0.157	0.055	0.053	0.179	0.074	0.295	1.151	0.12	0.127	0.191	0.245	0.474	0.073	0.264
SNCAIP	0.887	4.123	0.487	0.158	0.941	0.013	0.313	1.785	0.63	1.15	0.486	0.675	0.954	0.586	0.06	0.489
SNCB	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0.401	0	0
SNCG	0.391	0.486	0.495	0.077	0.056	0	0.045	0	1.681	2.533	6.889	0.992	0.074	0	2.8	0.696
SND1	3.56	6.697	10.913	8.682	12.833	8.129	4.759	1.689	16.002	4.653	9.386	8.438	8.056	3.233	16.377	7.895
SNED1	0.425	0.683	0.13	0.981	0.135	0.604	0.317	0.851	0.78	0	0.42	0.485	0.392	0.482	0.286	0.479
SNF8	2.128	2.274	4.938	5.207	4.535	0.989	2.574	0	8.647	4.137	4.187	3.148	4.164	1.198	12.441	2.603
SNIP1	1.216	1.646	2.751	1.803	0.703	0.959	0.695	1.708	1.62	3.817	3.719	1.719	1.64	1.011	2.44	1.759
SNN	1.438	1.646	0.91	1.532	0.646	0.583	1.708	0.588	1.079	0.254	3.288	2.641	1.35	0.412	5.673	2.321
SNPH	0.237	0.171	0.136	0.064	0.083	0.211	0.133	0.068	0.091	0.922	0.332	0.187	0.049	0.097	0.803	0.161
SNRK	3.281	8.555	3.2	3.746	2.049	4.97	2.763	1.53	5.065	1.043	4.046	6.273	4.087	2.472	4.51	6.169
SNRNP200	5.443	8.114	10.323	7.845	8.024	4.063	6.423	8.51	10.827	5.391	12.796	12.101	11.508	4.056	22.018	9.328
SNRNP25	0.595	0.601	0.376	1.293	1.108	0.442	0.711	0.105	0.892	0	2.493	0.97	1.009	0.625	2.662	0.635
SNRNP27	2.695	4.119	7.011	3.153	7.4	0.1	1.943	0.079	6.581	13.678	4.61	4.421	4.362	1.348	7.84	3.796
SNRNP35	1.878	1.994	2.508	1.052	3.721	2.14	5.416	0	3.505	0	2.302	2.23	2.597	0.376	2.276	0.779
SNRNP40	2.32	3.709	3.733	3.853	1.083	0.591	1.925	3.509	5.609	5.927	16.704	6.748	4.5	2.209	11.214	5.626
SNRNP48	1.264	1.131	3.559	1.454	2.794	0.334	1.824	0.082	0.96	0.1	1.496	2.991	1.868	0.976	3.169	2.368
SNRNP70	4.814	6.552	6.624	5.379	5.173	8.214	5.774	9.838	8.247	4.788	9.912	9.41	4.719	1.462	9.094	6.693
SNRPA	1.982	1.602	2.802	0.902	3.721	2.446	2.212	0.28	2.439	0	3.629	2.849	2.617	0.476	3.97	2.187
SNRPA1	4.981	4.645	5.66	3.437	4.631	1.269	3.16	3.013	5.093	0.395	11.217	9.391	7.189	2.106	7.302	6.836
SNRPB	1.587	4.484	8.566	2.769	2.488	3.997	1.786	0.395	21.906	2.178	6.038	4.634	4.49	1.85	31.056	4.485
SNRPB2	2.241	3.046	3.161	2.811	5.808	2.285	1.772	0.814	15.679	0.996	6.738	5.174	4.855	0.75	10.705	4.204
SNRPC	1.857	2.268	5.037	2.728	1.635	1.894	1.39	0.094	5.892	2.751	3.042	3.205	3.053	1.275	10.807	3.399
SNRPD1	1.278	2.792	3.065	2.115	4.395	1.32	2.873	0.214	7.449	0.262	5.767	3.681	5.177	0.848	8.13	3.627
SNRPD2	3.224	6.246	6.592	3.31	12.899	1.659	4.278	3.151	9.451	12.536	11.393	6.335	5.894	1.452	5.287	6.752
SNRPD3	2.798	5.509	5.312	6.362	3.775	5.477	3	1.234	9.935	18.432	5.226	5.744	5.453	2.66	9.653	4.812
SNRPE	2.227	2.628	5.504	2.353	6.909	2.048	1.236	0	8.79	0.271	8.214	4.664	5.354	1.943	7.661	4.568
SNRPF	2.579	3.165	7.989	3.704	14.411	3.754	2.133	0.287	5.01	7.388	9.684	4.82	5.76	0.978	5.286	5.072
SNRPG	3.744	5.325	11.136	7.218	7.322	5.678	2.622	0.595	6.347	21.835	24.79	10.242	13.134	1.855	17.847	8.094
SNRPN	3.296	2.696	1.06	3.558	1.696	2.338	2.732	1.774	9.664	8.614	2.912	7.675	2.14	2.725	6.113	6.086
SNTA1	0.598	0.429	0.67	0.655	0.079	0.123	0.236	0	1.146	0.358	0.236	0.25	0.312	0.373	2.115	0.319
SNTB1	1.147	0.848	5.121	11.333	5.05	5.443	0.621	0.092	3.571	2.608	0.988	1.309	7.076	5.534	1.729	1.109
SNTB2	1.818	4.916	4.58	1.568	2.964	2.236	1.629	0.572	3.811	3.855	4.557	2.974	3.291	0.943	6.29	3.499
SNTG1	0.969	0	0.036	0.237	0	0	0.136	0	0	0	0.585	0	0.032	0.924	0	0
SNTG2	0.285	0.213	0.036	0	0	0	0.136	0	0	0	0	0.248	0	0.154	0	0.152
SNTN	0.814	0.032	0	0	0.088	0	0.07	0	0	0	0	0	0	0.611	0	0
SNUPN	0.776	0.956	0.561	1.15	2	1.211	0.7	1.936	2.244	0.215	1.649	1.505	2.947	1.247	3.533	1.124
SNURF	0	0.176	0.048	0.09	0	0.101	0.052	0	0.498	1.174	0.116	0.301	0	0	0.253	1.169
SNW1	3.543	6.254	5.508	4.593	15.031	2.731	3.838	0.643	10.296	0	5.091	7.518	7.645	3.191	15.068	6.97
SNX1	3.068	5.602	3.342	4.062	6.199	4.492	4.789	2.097	5.085	3.624	5.096	5.947	4.615	2.53	5.323	5.245
SNX10	1.785	0.728	1.342	3.398	1.311	1.576	2.198	0.158	2.734	0.723	4.563	3.639	3.157	1.943	8.003	3.693
SNX11	0.672	0.627	1.163	0.558	0.25	0.1	0.873	4.697	1.345	0	2.001	1.672	1.699	0.605	4.152	2.105
SNX12	1.266	3.74	7.132	1.903	5.08	1.732	1.168	1.028	3.737	1.313	5.525	2.202	4.992	0.912	11.86	2.591
SNX13	2.788	4.05	6.265	1.904	7.386	1.952	2.182	0.107	3.027	0.657	7.787	4.426	7.112	1.4	4.515	4.645
SNX14	3.194	3.996	6.977	4.755	4.079	0.904	2.528	0.163	4.331	1.075	7.219	8.189	8.74	3.43	10.237	6.738
SNX15	0.278	0.673	1.089	0.165	1.074	0.05	0.171	0.118	0.9	0.216	0.741	0.784	0.534	0.2	3.913	0.474
SNX16	0.903	1.757	1.34	0.48	1.419	0.292	0.532	0	0.682	0	0.831	2.178	1.903	0.421	1.495	1.663
SNX17	1.914	2.86	5.504	4.54	1.458	2.638	2.035	0.276	4.385	1.86	5	3.987	4.11	2.35	12.818	4.573
SNX18	2.103	3.644	1.812	2.552	1.627	2.785	2.255	0.445	2.558	1.132	2.3	3.687	1.529	1.282	4.92	2.919
SNX19	3.046	4.559	3.598	3.96	6.25	1.801	5.227	0.994	4.358	1.377	5.863	5.608	5.922	2.6	9.904	5.663
SNX2	4.735	4.828	4.807	4.753	13.887	3.991	4.372	0.496	9.023	4.045	8.038	13.27	6.653	2.577	9.675	9.664
SNX20	0.587	0.171	0.077	0.043	0.263	0.044	1.361	0.026	0.154	0	0.326	1.187	0.194	0.088	0.336	0.796
SNX21	0.237	1.781	1.134	0.321	2.049	0.814	0.185	1.038	0.578	0.263	0.677	0.306	0.708	0.304	1.226	0.271
SNX22	1.877	0.125	0.188	0.459	0.192	0.518	5.901	0	0.903	2.432	0.26	2.212	0.152	0.188	0.34	1.987
SNX24	1.108	3.077	1.498	1.554	0.758	2.494	0.723	0.053	1.33	0.392	1.319	1.77	1.796	1.316	5.715	1.855
SNX25	2.077	1.828	3.922	1.431	4.45	0.762	3.387	0.035	3.518	2.605	2.992	5.559	4.265	1.69	2.35	4.918
SNX27	1.99	2.983	4.288	2.271	6.328	2.982	1.879	0.225	4.869	3.721	5.373	2.868	4.668	1.587	7.257	3.106
SNX29	2.228	2.103	0.534	0.446	0.89	1.464	3.306	0.168	0.949	0.154	1.678	4.548	1.805	0.487	2.895	4.258
SNX3	5.956	11.726	13.214	9.028	12.294	6.559	6.304	1.401	26.033	10.005	9.397	14.199	17.057	5.099	19.153	16.249
SNX30	1.514	2.277	5.633	1.939	4.83	0.814	1.648	1.304	2.871	1.651	2.586	2.236	4.044	1.364	7.458	2.251
SNX31	0.57	0.143	0.111	0.026	0	0	0.195	2.876	0.039	0.17	27.41	0.381	0.124	0.395	0	0.748
