Feature.ID	C1_T_FF_RPKM_fwd_RNA.Seq	C1_T_FFPE_RPKM_fwd_RNA.Seq	C2_T_FF_RPKM_fwd_RNA.Seq	C2_T_FFPE_RPKM_fwd_RNA.Seq	C3_T_FF_RPKM_fwd_RNA.Seq	C3_T_FFPE_RPKM_fwd_RNA.Seq	C4_T_FF_RPKM_fwd_RNA.Seq	C4_T_FFPE_RPKM_fwd_RNA.Seq	C4_N_FF_RPKM_fwd_RNA.Seq	C5_T_FF_RPKM_fwd_RNA.Seq	C5_T_FFPE_RPKM_fwd_RNA.Seq	C6_T_FFPE_RPKM_fwd_RNA.Seq	C6_T_FF_RPKM_fwd_RNA.Seq	C9_N_FF_RPKM_fwd_RNA.Seq	C9_T_FF_RPKM_fwd_RNA.Seq	C9_T_FFPE_RPKM_fwd_RNA.Seq	C13_N_FF_RPKM_fwd_RNA.Seq	C13_T_FF_RPKM_fwd_RNA.Seq	C13_T_FFPE_RPKM_fwd_RNA.Seq	C16_T_FF_RPKM_fwd_RNA.Seq	C16_T_FFPE_RPKM_fwd_RNA.Seq	C17_N_FF_RPKM_fwd_RNA.Seq	C17_T_FFPE_RPKM_fwd_RNA.Seq	C17_T_FF_RPKM_fwd_RNA.Seq	C18_T_FFPE_RPKM_fwd_RNA.Seq	C18_N_FF_RPKM_fwd_RNA.Seq	C18_T_FF_RPKM_fwd_RNA.Seq	C19_T_FF_RPKM_fwd_RNA.Seq	C19_T_FFPE_RPKM_fwd_RNA.Seq	C19_N_FF_RPKM_fwd_RNA.Seq
TRIOBP	2.746	3.09	2.869	2.766	3.033	4.557	3.148	2.718	4.968	6.672	4.132	5.444	5.441	4.526	5.298	4.538	5.375	3.789	2.481	3.084	1.635	3.977	0.963	2.399	3.013	3.249	3.216	3.01	0.855	3.459
TRIP10	12.967	4.51	20.09	4.74	15.723	7.046	12.447	5.845	23.759	19.528	7.388	6.733	18.103	21.729	10.3	4.33	23.829	32.866	5.11	19.727	6.29	19.173	5.616	12.304	5.358	15.834	9.156	8.64	2.31	28.21
TRIP11	10.03	5.221	15.648	5.524	12.57	5.754	16.655	7.055	21.62	20.491	8.257	7.545	20.58	21.623	19.326	7.171	16.44	9.411	3.456	10.678	4.586	12.105	3.142	8.059	4.794	9.233	8.962	7.621	1.982	12.018
TRIP12	20.304	13.677	34.45	16.81	27.195	14.355	34.297	21.042	42.165	37.466	14.52	14.197	52.06	36.618	30.384	13.717	34.424	30.875	14.88	39.024	13.774	25.12	14.133	27.07	14.139	21.071	26.105	20.264	6.072	27.82
TRIP13	4.757	1.744	1.483	0.737	3.795	0.322	4.905	3.224	2.174	4.626	0.977	0.843	1.395	1.287	2.262	0.835	1.418	7.512	1.806	2.945	0.299	1.225	1.509	2.232	1.191	1.842	3.666	3.325	1.056	1.184
TRIP4	5.832	2.417	8.875	3.16	7.318	2.253	6.319	2.475	8.18	7.838	3.417	2.948	8.34	8.606	8.426	3.189	9.776	9.306	2.553	7.039	2.508	6.513	2.355	2.602	2.858	4.989	4.103	5.024	0.682	6.956
TRIP6	4	1.452	6.926	3.06	2.055	1.775	16.126	4.799	5.056	6.842	2.981	1.853	3.608	2.605	11.105	2.89	4.048	7.298	1.831	1.803	1.268	3.334	3.034	1.215	4.517	2.56	10.11	4.995	1.459	1.547
TRIQK	2.785	2.59	3.28	2.039	1.847	1.708	3.97	1.687	8.237	15.047	3.022	2.345	11.126	13.346	9.506	2.452	8.87	2.627	1.415	7.255	1.912	11.306	2.302	4.399	1.835	5.997	3.003	4.163	0.791	6.299
TRIT1	9.77	3.693	7.538	3.462	8.924	2.216	10.147	3.716	7.297	10.881	3.877	3.134	8.666	5.443	6.77	2.148	8.025	10.338	4.261	7.826	2.406	7.895	1.325	5.119	3.713	4.525	6.343	8.63	1.526	4.53
TRMT1	5.876	0.894	4.902	1.261	5.598	0.975	4.593	1.348	3.85	4.696	2.367	1.61	3.394	2.946	4.494	1.92	3.398	7.116	1.082	4.682	1.158	2.671	0.984	3.942	1.057	2.421	2.467	1.557	0.098	1.721
TRMT10A	1.209	0.487	1.293	0.501	1.361	0.3	1.974	0.616	3.076	2.638	0.587	0.241	2.278	2.676	2.332	0.611	2.778	1.952	0.354	2.694	0.4	1.945	0.216	2.076	0.538	1.72	2.788	1.056	0.302	1.806
TRMT10B	2.351	1.674	2.669	1.499	2.11	1.909	2.099	1.068	2.343	2.472	2.694	1.901	2.772	1.792	2.804	1.819	1.909	2.958	1.731	2.603	1.044	1.427	0.942	1.74	1.752	1.076	1.728	1.327	0.811	1.92
TRMT10C	9.196	3.513	13.135	5.145	15.078	2.501	21.592	4.962	22.011	20.391	3.057	2.934	14.698	14.766	14.525	3.417	22.449	30.127	2.833	17.314	2.651	15.656	4.739	9.903	4.229	10.572	16.048	10.15	2.018	13.342
TRMT11	9.246	2.998	12.213	2.37	12.416	2.3	9.366	2.842	10.857	7.999	3.05	1.377	7.829	7.14	8.749	2.779	7.726	10.727	2.561	11.505	2.276	4.547	3.487	6.675	2.088	4.88	4.296	3.637	0.714	5.116
TRMT112	31.205	11.195	30.117	11.712	23.644	4.347	34.043	11.621	29.905	52.101	9.588	6.045	49.726	33.259	30.368	8.614	42.5	56.839	10.26	20.474	5.277	26.854	12.82	13.691	12.843	26.156	33.98	27.411	12.353	26.433
TRMT12	2.094	1.081	4.886	2.518	3.852	2.646	4.904	1.765	6.198	6.988	2.12	1.086	4.167	5.145	5.849	2.426	7.782	5.273	2.425	4.112	2.079	3.895	2.394	2.876	2.029	3.535	2.1	3.028	0.523	3.433
TRMT13	6.56	1.221	7.179	1.837	5.317	2.492	7.387	2	7.901	8.284	3.011	1.534	6.247	7.292	9.83	2.242	6.611	7.067	2.612	6.032	2.23	5.279	1.427	6.01	2.072	3.567	5.487	3.027	0.443	5.28
TRMT1L	1.892	1.528	3.222	1.976	3.135	1.452	8.983	2.978	6.283	6.063	1.702	0.984	7.121	8.503	6.814	1.478	4.84	7.793	2.249	5.862	1.663	4.857	0.955	3.707	1.36	3.223	4.02	3.338	1.387	2.996
TRMT2A	2.776	1.125	2.643	1.366	2.449	1.505	2.914	1.23	2.793	2.48	1.683	2.298	1.904	2.035	3.493	1.329	2.981	5.006	2.112	3.292	0.973	1.8	0.779	1.158	0.979	2.291	1.795	1.996	0.233	1.304
TRMT2B	2.759	2.593	3.787	2.898	3.605	2.214	3.043	3.82	3.098	6.044	4.125	1.808	3.816	3.652	3.686	2.64	3.585	6.154	2.651	5.476	2.381	4.882	1.758	3.261	2.73	1.874	2.856	2.155	1.747	2.311
TRMT44	2.107	0.776	2.358	0.966	2.708	1.174	2.511	0.86	1.97	2.325	1.172	1.825	2.283	1.639	2.1	1.195	1.733	5.337	1.299	1.542	0.601	2.053	0.992	1.402	0.877	1.142	1.802	1.025	0.408	0.655
TRMT5	2.433	1.216	2.551	1.334	2.702	0.871	4.712	1.204	3.724	6.81	1.497	1.192	4.086	3.185	3.874	1.133	3.498	3.212	0.874	2.788	1.26	3.181	0.754	2.364	1.024	1.844	2.424	2.326	0.527	2.273
TRMT6	2.828	1.391	8.546	3.272	6.963	1.595	9.565	4.698	8.869	10.01	2.939	1.364	5.684	4.637	7.304	2.454	9.282	8.858	3.012	12.077	3.402	5.359	2.587	8.404	2.502	5.725	10.589	4.171	0.804	3.444
TRMT61A	0.624	0.355	0.783	0.665	0.59	0.427	0.651	0.529	1.076	1.071	0.741	0.544	0.501	0.373	0.992	0.337	0.927	1.389	0.47	0.704	0.211	0.865	0.154	0.328	0.488	0.588	0.791	0.43	0	0.575
TRMT61B	2.85	1.197	3.771	1.317	4.546	1.124	5.522	2.125	4.957	7.368	1.941	2.565	6.109	4.526	5.13	1.362	4.685	6.543	1.799	8.663	1.576	4.309	1.261	5.05	2.047	2.554	3.286	2.751	0.378	3.673
TRMU	5.489	1.393	6.001	1.33	4.899	0.997	4.374	1.122	4.75	3.204	1.51	1.558	4.081	3.107	4.607	0.949	3.804	6.541	1.08	2.86	1.131	1.19	0.761	2.709	1.364	2.854	2.492	2.454	0.591	3.277
TRNAU1AP	2.274	1.517	1.62	1.325	2.803	1.666	4.026	1.618	3.887	4.692	1.628	1.192	6.128	4.74	2.937	1.215	4.314	3.698	1.631	2.445	1.007	3.379	0.534	1.853	1.239	2.522	2.122	2.446	1.369	2.812
TRNP1	0.104	0.443	0.089	0.212	0.173	0.355	0.114	0.126	0.266	0.501	0.415	0.048	0.109	0.362	0.825	0.79	0.329	0.123	0.335	0.901	0.877	0.12	0.511	0.137	0.437	0.575	0	0.195	0.119	0.087
TRNT1	8.112	2.087	11.885	3.121	11.05	1.67	8.85	3.156	11.676	12.059	3.641	2.608	8.905	9.949	12.814	3.221	8.591	18.437	2.509	6.17	1.953	5.544	3.065	3.741	2.621	5.222	6.349	6.408	0.51	6.176
TRO	0.176	0.414	0.3	0.396	0.113	0.509	0.23	0.36	0.407	0.087	0.084	0.298	0.496	0.461	0.215	0.211	0.363	0.47	0.273	0.247	0.343	0.375	0.2	0.214	0.269	0.338	0.234	0.815	0.326	0.306
TROAP	3.26	0.589	1.439	0.482	4.301	0.242	2.726	1.775	0.975	1.445	0.885	0.65	0.495	1.105	0.976	0.383	1.034	6.02	1.239	1.416	0.12	0.655	0.408	1.306	1.067	0.983	3.269	1.556	0.326	1.366
TROVE2	8.597	5.427	12.243	6.191	11.228	5.26	28.962	10.721	22.389	21.562	5.334	3.562	19.955	22.77	23.445	5.178	19.903	14.48	6.865	14.852	6.474	18.453	6.424	11.577	6.328	10.812	12.019	10.663	2.122	12.236
TRPA1	0.857	0.832	3.457	1.077	1.344	1.642	0.82	0.519	14.327	10.749	2.097	2.484	12.838	13.783	15.333	2.505	10.768	8.768	0.807	2.266	0.296	5.538	0.288	1.794	1.196	3.413	6.017	0.806	0.224	11.518
TRPC1	0.307	0.483	0.4	0.198	0.27	0.773	0.311	0.157	1.085	0.306	0.106	0.578	1.388	0.991	0.247	0.194	1.175	0.518	0.482	0.8	0.656	1.737	0.677	0.638	0.613	0.349	0.168	0.973	0.334	0.934
TRPC3	0.149	0.027	0.231	0.127	0.062	0.032	0.123	0.045	0.117	0.052	0.027	0.077	0.137	0.091	0.028	0.022	0.113	0.066	0.045	0	0.094	0.065	0	0	0.118	0.062	0	0	0.064	0.468
TRPC4	0.469	0.111	0.373	0.252	0.147	0.3	0.29	0.095	1.092	0.283	0.107	0.726	0.593	0.38	0.203	0.106	0.44	0.452	0.189	0.254	0.446	0.203	0.144	0.308	0.441	0.357	0.203	0.294	0.135	0.245
TRPC4AP	9.756	4.511	12.164	4.756	8.182	2.834	8.317	3.914	11.163	10.523	4.579	5.061	10.894	9.529	8.706	4.063	11.941	16.968	5.523	24.919	7.279	11.057	4.715	17.374	5.569	10.187	12.646	8.202	2.125	13.195
TRPC5	0.035	0	0	0.031	0.009634	0	0.076	0	0.048	0.023	0	0	0	0	0.003529	0.006935	0	0	0	0.03	0	0.04	0	0	0	0	0.04	0	0	0
TRPC5OS	0.045	0	0	0.03	0	0	0.159	0	0.016	0.135	0	0	0	0.008352	0	0	0.009667	0	0.018	0	0	0	0	0	0	0	0	0	0	0
TRPC6	0.584	0.239	0.339	0.288	0.22	0.425	0.345	0.195	1.441	0.541	0.287	0.241	1.638	1.307	0.487	0.193	1.62	1.054	0.354	0.761	0.222	0.811	0.396	0.462	0.198	0.462	0.606	0.413	0.201	0.294
TRPC7	0.046	0	0.024	0.062	0	0	0.063	0	0	0.018	0	0	0	0	0.007022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPM1	0.089	0.014	0.005112	0.034	0	0.017	0.093	0.048	0.006928	0.016	0.014	0	0	0	0	0.012	0.008582	0.008827	0.048	0	0	0	0	0	0.018	0	0	0	0	0
TRPM2	1.387	0.743	0.787	0.273	0.574	0.333	0.227	0.181	0.786	0.895	0.33	0.505	0.847	0.768	0.281	0.276	1.401	1.757	0.379	0.209	0.262	0.437	0.113	0.498	0.269	0.477	0.357	0.669	0.079	1.066
TRPM3	0.12	0	0.492	0.28	0	0.034	0.171	0.073	0.119	0.048	0.015	0	0	0.06	0.015	0	0.052	0	0.049	0.026	0.025	0	0	0	0.145	0.05	0	0.057	0.035	0.025
TRPM4	6.021	1.629	2.988	1.633	7.898	5.484	5.216	2.073	9.686	9.773	6.542	6.657	6.509	11.241	7.643	6.536	13.367	8.134	3.16	4.628	2.003	10.212	1.419	3.573	2.705	7.774	3.471	1.579	1.191	8.848
TRPM5	0.446	0.122	0.177	0	0.301	0.147	0.876	0.145	0.204	0.628	0.48	0.26	0.045	0.18	0.341	0.227	0.921	0.535	0.152	0.223	0.087	0.059	0	0.068	0.217	0.314	0.178	0.516	0	0.302
TRPM6	0.258	0.845	1.941	0.711	1.629	5.405	2.346	0.643	11.158	0.578	0.898	2.965	16.625	26.278	1.452	0.952	21.033	1.641	1.354	1.566	0.554	16.865	1.751	1.572	1.276	4.598	0.864	0.514	0.565	11.575
TRPM7	7.746	3.921	9.234	4.198	11.816	4.075	8.3	3.687	11.073	13.706	5.792	4.181	14.18	14.66	12.235	5.995	13.204	12.077	6.962	12.823	4.584	9.86	2.714	8.465	3.762	5.863	6.519	5.632	1.764	9.587
TRPM8	0.06	0.008537	0.099	0.041	0.02	0	0.362	0.145	0.025	0.077	0.039	0	0	0.04	0.011	0.007205	0.093	0.011	0.068	0	0	0	0	0	0.206	0	0.332	0.023	0	0.03
TRPS1	0.776	1.105	1.531	1.243	0.524	2.606	2.65	1.397	2.599	0.931	0.555	1.077	2.563	2.352	0.569	0.653	2.469	1.466	1.442	1.072	2.07	1.731	1.679	0.586	1.926	1.167	0.49	2.387	1.023	1.424
TRPT1	4.187	2.35	7.464	2.718	4.079	2.169	5.823	1.614	7.543	14.352	5.125	3.93	12.269	14.768	9.956	3.089	11.459	7.575	1.894	3.636	1.931	8.581	2.033	3.758	2.579	5.701	6.584	4.419	1.313	11.162
TRPV1	0.817	0.601	1.292	0.62	1.068	0.907	1.032	0.412	0.733	0.69	1.124	1.255	0.606	0.616	0.745	0.728	0.554	0.376	0.439	0.603	0.621	0.425	0.235	0.484	0.32	0.408	0.094	0.589	0.141	0.684
TRPV2	0.48	0.479	0.619	0.294	0.281	0.492	0.448	0.378	1.007	0.483	0.227	0.727	1.597	1.122	0.675	0.678	2.297	2.779	0.407	0.563	0.609	0.666	0.71	0.379	0.585	0.759	0.913	0.949	0.414	0.905
TRPV3	0.231	0.463	0.603	0.165	0.249	1.036	0.309	0.08	1.002	0.186	0.253	0.394	0.722	2.178	0.202	0.265	0.11	0.029	0.089	0.144	0.14	1.835	0.19	0.044	0.159	0.532	0.191	0.041	0.038	2.992
TRPV4	0.27	0.074	0.805	0.325	0.069	0.107	0.069	0.151	0.073	0.092	0.045	0.057	0.185	0.07	0.07	0.013	0.144	0.13	0.134	0.379	0.211	0.072	0.205	0.164	0.038	0	0	0.47	0.143	0
TRPV5	0.027	0	0	0.018	0	0.093	0.03	0	0	0.011	0	0	0	0	0.008291	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0
TRPV6	0.07	0	0	0.032	0.174	0	0.013	0	0.016	0.065	0.008434	0	0.024	0.043	0.014	0.139	0.04	0	0	0	0	0	0	0	0	0.116	0	0.087	0	0
TRRAP	5.942	3.203	7.101	3.608	7.456	3.653	5.631	4.636	5.59	4.991	3.8	4.99	5.359	4.441	5.902	5.16	3.665	4.967	3.161	9.651	3.6	3.558	2.293	6.863	3.741	2.919	3.75	3.352	1.21	3.727
TRUB1	4.957	2.377	6.685	2.592	5.194	1.553	8.769	3.182	10.606	15.365	2.529	1.305	7.524	9.984	7.774	1.97	10.495	12.509	4.717	7.974	2.304	8.629	2.336	4.757	2.908	6.572	8.948	6.319	1.498	6.005
TRUB2	4.355	2.168	6.185	3.885	6.178	2.642	9.546	2.609	7.957	12.986	3.22	3.351	9.545	7.92	8.451	3.265	10.201	12.473	2.494	5.367	2.494	7.795	3.463	3.883	3.976	6.078	7.774	4.495	1.937	7.061
TSACC	0.449	0	0	0.061	0.075	0	0.444	0.109	0.063	0.361	0.033	0	0.141	0.034	0.302	0.162	0	0.48	0.217	0	0	0.311	0.442	0	0	0	0	0	0	0
TSC1	4.278	2.451	6.134	3.069	4.584	3.971	4.603	2.198	4.938	6.27	4.53	5.737	6.123	7.24	5.655	3.949	5.582	5.226	3.13	2.832	1.706	4.773	2.005	2.378	2.593	2.368	4.599	2.458	0.998	3.518
TSC2	4.845	1.747	4.179	2.002	3.257	2.475	5.299	2.638	3.338	5.066	3.291	3.442	3.417	3.806	4.121	2.625	3.902	5.351	2.182	5.236	2.003	3.485	1.062	3.023	2.399	2.011	3.559	1.937	0.866	3.819
TSC22D1	29.039	12.953	25.256	12.734	19.227	7.238	22.189	11.823	38.85	32.397	12.526	9.425	28.587	35.487	28.35	10.549	52.303	18.151	7.17	30.318	11.194	24.298	11.611	21.662	17.346	21.763	38.913	15.583	4.626	29.023
TSC22D2	4.836	3.617	4.626	3.794	4.038	4.754	3.778	4.206	7.127	4.936	3.677	3.091	3.449	4.667	3.017	3.177	5.843	3.97	5.701	5.355	3.724	4.792	4.002	3.342	3.012	3.995	2.151	3.869	2.739	6.729
TSC22D3	2.448	5.332	1.87	2.105	1.082	4.061	1.596	3.605	27.52	2.405	1.144	1.651	5.193	11.647	1.718	1.846	82.699	15.948	6.778	7.564	3.774	4.743	2.366	4.643	10.21	28.19	7.387	17.525	12.741	32.265
TSC22D4	1.555	1.591	1.868	1.519	1.322	1.45	1.274	1.199	2.195	1.889	1.389	2.024	2.134	3.301	1.972	2.277	3.025	2.343	1.689	3.02	0.861	1.373	0.976	0.782	1.226	1.741	2.249	1.171	0.195	2.487
TSEN15	4.022	2.816	4.772	3.741	6.2	2.88	27.468	11.411	11.78	14.294	3.465	1.656	8.666	8.259	13.176	2.459	10.557	21.409	7.296	6.538	2.267	5.365	3.474	3.801	4.752	6.121	13.556	5.5	1.541	3.197
TSEN2	3.085	0.905	4.901	2.81	5.323	2.237	4.14	2.152	2.706	3.567	4.027	2.908	2.557	2.106	5.759	3.057	2.114	5.713	2.474	3.166	1.85	1.491	2.074	1.993	2.753	1.493	2.005	1.408	1.096	1.927
TSEN34	2.017	0.778	2.067	0.724	2.269	0.718	2.279	0.407	2.547	5.729	0.744	0.463	2.716	3.523	2.845	0.657	4.223	5.466	0.791	5.547	1.137	4.664	0.483	3.983	0.962	1.911	2.907	1.635	0.097	2.464
TSEN54	2.361	0.766	2.096	0.803	2.29	0.772	2.327	0.925	2.865	1.984	0.745	0.86	1.474	2.676	2.527	1.252	3.157	6.216	1.401	2.442	0.176	1.926	0.599	1.508	0.721	1.617	3.602	1.372	0.239	3.839
TSFM	4.204	1.497	4.831	1.639	4.728	1.629	7.131	2.343	7.742	10.356	1.581	1.003	4.539	7.573	6.644	1.786	8.097	10.038	1.968	6.134	0.924	6.027	0.967	4.98	1.57	5.737	5.041	3.957	1.256	4.72
TSG101	8.531	3.689	14.465	4.825	10.54	4.093	19.662	4.218	25.021	28.119	5.559	3.834	26.985	28.31	18.773	4.16	27.751	26.06	4.988	24.154	5.079	24.001	5.043	17.359	3.814	12.965	13.701	6.227	2.701	14.55
TSGA10	1.618	0.526	3.53	0.957	1.38	0.421	3.469	0.937	1.82	4.452	1.951	1.259	3.557	2.744	2.969	1.3	2.567	1.128	0.653	4.627	1.115	2.5	0.867	2.708	0.794	1.112	1.46	1.456	0.546	0.972
TSGA10IP	0.039	0	0	0.027	0	0	0.129	0	0	0.047	0	0.054	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSGA13	0.204	0	0.021	0.028	0.034	0	0.112	0	0	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0.077	0	0
TSHB	0	0	0	0	0	0	0.192	0	0.082	0.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSHR	0.056	0.009993	0.072	0.086	0.059	0.144	0.131	0.034	0.059	0.085	0.026	0.077	0.368	0.168	0.146	0.076	0.389	0.3	0.091	0.037	0.071	0	0.035	0.055	0.063	0.023	0.146	0	0	0.282
TSHZ1	2.079	2.624	3.072	2.57	2.232	4.5	3.79	2.894	5.229	8.29	3.025	3.604	5.899	8.036	4.104	3.115	6.519	2.393	2.571	4.782	3.047	6.647	2.196	3.145	3.085	3.796	2.988	1.169	1.117	5.869
TSHZ2	0.536	1.503	0.962	1.366	0.179	1.218	0.336	0.772	0.438	0.297	0.398	0.516	0.758	0.483	0.31	0.554	0.612	0.558	1.202	0.237	1.168	0.576	0.937	0.275	1.273	0.25	0.056	0.867	0.886	0.215
TSHZ3	0.549	1.016	0.849	0.933	0.412	2.392	0.595	1.229	1.458	0.497	0.309	0.793	1.897	1.083	0.34	0.486	1.057	0.721	0.874	0.179	1.079	1.094	1.048	0.271	1.053	0.685	0.285	1.575	0.284	0.931
TSKS	0	0	0	0.051	0	0	0.041	0	0.026	0.075	0.014	0	0	0.014	0.011	0	0.048	0	0.03	0	0	0	0	0	0	0.062	0	0	0	0
TSKU	1.452	1.356	1.535	1.667	1.391	1.628	1.478	1.038	2.863	3.679	1.039	1.31	3.492	3.572	1.813	1.574	3.423	3.796	3.304	1.426	1.087	2.229	1.349	1.222	1.226	1.861	1.647	1.21	1.231	3.35
TSLP	0.143	0.051	0.098	0.065	0.02	0	0.105	0	0.467	0.192	0.087	0.23	0.762	0.446	0.226	0.201	0.351	0.234	0.135	0.186	0.06	0.248	0.059	0	0.065	0.476	0.247	0.135	0	0.36
TSN	14.294	10.195	15.262	9.749	15.634	4.056	17.992	11.64	23.09	33.153	5.899	6.205	19.914	19.318	18.585	6.358	21.94	31.618	10.546	23.951	6.219	16.662	6.53	18.346	7.895	13.456	22.978	9.788	2.863	11.131
TSNARE1	2.547	0.705	3.139	1.227	1.595	0.363	3.81	0.857	0.247	1.68	1.12	0.974	1.242	0.754	1.136	0.999	0.996	0.567	0.514	1.106	0.897	0.491	0.262	1.397	1.023	0.412	0.612	0.799	0.366	0.889
TSNAX	6.636	4.944	9.604	4.496	9.342	3.652	24.48	8.779	17.71	17.992	4.173	3.71	13.005	17.46	18.946	3.714	19.504	26.504	6.423	13.314	5.676	15.519	5.829	10.542	5.926	11.805	12.401	7.466	3.068	10.608
TSNAXIP1	0.028	0.02	0.142	0.019	0.023	0.235	0.136	0.133	0.058	0.1	0.05	0.19	0.101	0.103	0.084	0.033	0.143	0	0	0	0.07	0	0	0.109	0.05	0	0.095	0.207	0.095	0
TSPAN1	15.263	13.227	25.826	13.334	38.579	38.116	35.777	11.625	182.752	79.198	30.371	24.083	133.353	246.808	81.836	31.103	238.06	32.355	12.384	51.94	8.499	165.393	11.317	40.342	19.058	140.824	69.533	28.885	6.56	206.561
TSPAN10	0	0	0.022	0.028	0.035	0	0.023	0	0.029	0	0.015	0	0.066	0	0	0	0.036	0	0	0.109	0	0	0	0	0	0	0	0	0	0
TSPAN11	0.291	0.5	0.688	1.022	0.253	1.553	0.26	0.778	1.872	0.492	0.361	1.101	1.695	1.12	0.382	0.837	2.225	1.856	1.173	0.442	0.891	1.807	0.478	0.383	1.631	1.512	1.131	0.479	0.209	1.37
TSPAN12	3.6	2.695	4.122	1.769	6.078	1.438	4.462	1.751	8.288	18.701	3.863	2.713	15.3	14.604	12.958	2.496	11.838	12.175	2.206	11.159	1.733	8.385	2.008	9.339	1.923	4.373	8.363	2.82	0.634	6.341
TSPAN13	22.85	11.884	17.823	7.806	27.066	6.965	24.49	10.557	54.998	94.651	14.128	7.558	48.251	84.699	103.986	14.842	58.016	42.735	7.462	15.413	4.134	48.528	7.335	10.351	8.961	42.208	22.424	24.273	5.985	38.018
TSPAN14	3.768	3.269	3.889	3.458	4.609	3.324	4.214	3.702	5.16	6.781	3.735	4.522	5.405	4.646	3.997	3.688	7.177	5.488	4.327	4.374	2.512	4.607	2.62	2.575	3.361	3.818	3.885	2.523	1.374	5.919
TSPAN15	6.147	4.604	6.303	4.45	10.133	6.577	9.676	5.765	16.751	26.147	9.091	5.295	13.114	18.818	20.635	7.294	18.826	14.275	6.145	8.472	4.125	11.691	4.497	8.613	5.625	13.133	9.328	8.659	2.051	11.462
TSPAN16	0.065	0	0	0	0	0.111	0.036	0	0	0.078	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN17	1.927	1.02	2.432	1.54	3.239	1.869	3.477	1.987	3.842	5.449	1.838	2.258	4.107	3.673	4.659	1.909	5.266	5.358	2.437	4.002	1.321	3.16	1.348	2.57	2.823	2.903	4.683	2.499	0.987	3.01
TSPAN18	0.461	0.85	0.936	1.277	0.306	3.237	0.262	0.636	0.823	0.5	0.307	1.139	1.009	1.042	0.175	0.344	0.855	3.076	2.35	0.663	1.736	1.048	1.451	0.188	1.581	0.212	0.33	0.869	0.494	0.36
TSPAN19	0.066	0	0	0.045	0	0	0.218	0	0.046	0.16	0	0	0	0	0.02	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN2	0.839	1.583	0.92	1.369	1.016	3.765	0.611	0.61	4.502	2.169	0.465	0.722	8.319	2.629	0.532	0.958	3.642	1.962	2.894	1.147	3.618	4.873	3.05	0.828	3.391	2.792	1.306	3.711	1.229	3.268
TSPAN3	21.12	19.238	26.857	13.697	25.708	22.687	16.41	12.517	93.897	68.716	17.876	17.543	93.683	117.078	82.865	26.934	127.74	50.311	22.927	77.248	17.607	87.431	16.505	54.675	16.316	59.581	34.711	23.497	6.872	63.361
TSPAN31	3.446	2.758	4.756	2.95	2.748	2.119	3.83	2.111	8.747	13.669	3.029	1.546	11.04	12.144	12.722	3.957	14.206	8.591	2.938	6.961	2.358	10.072	3.532	4.74	2.869	6.122	8.974	5.321	1.202	7.105
TSPAN32	0	0.14	0.051	0.233	0.041	0	0	0	0.068	0	0.053	0	0.154	0.147	0.165	0.059	0.064	0.131	0.079	0	0.124	0.17	0.121	0	0.133	0.081	0	0.092	0	0.369
TSPAN33	0.776	0.69	1.763	0.907	0.648	0.663	1.905	1.351	1.814	1.98	0.803	1.501	3.353	2.558	1.95	1.501	1.932	2.073	0.685	0.947	0.369	2.354	0.299	1.148	1.467	1.25	3.437	0.502	0.167	2.558
TSPAN4	0.381	0.461	1.021	0.544	0.159	0.521	0.272	0.231	1.358	0.674	0.332	0.367	2.214	1.083	0.594	0.297	2.737	1.458	0.461	1.091	0.29	1.32	0.375	0.301	0.894	0.95	0.132	1.218	0.525	1.148
TSPAN5	4.701	2.458	8.209	5.666	1.226	0.712	2.474	2.042	1.928	11.96	2.259	0.655	1.933	2.093	2.56	1.24	2.002	1.06	1.457	3.307	1.61	1.651	0.587	2.115	2.168	1.155	2.95	4.742	0.615	0.997
TSPAN6	16.023	11.156	39.172	18.339	23.114	5.902	21.726	15.268	47.12	70.81	11.02	7.889	69.273	64.92	37.506	10.14	63.108	40.127	12.116	67.025	10.823	53.985	19.266	45.265	9.179	24.115	31.09	23.417	7.074	23.327
TSPAN7	0.075	0.691	1.02	0.761	0.592	3.062	0.123	0.136	9.314	1.907	0.665	2.157	7.625	16.684	3.606	1.749	21.557	5.285	1.475	8.359	1.988	17.338	2.023	7.071	0.843	5.712	1.161	1.124	1.158	14.815
TSPAN8	53.904	51.258	125.199	38.931	78.22	43.938	88.44	32.651	569.817	835.557	101.626	56.386	723.37	618.478	510.982	124.405	568.472	112.518	63.759	708.213	104.827	347.822	26.897	487.384	59.149	322.675	413.326	228.858	60.443	350.079
TSPAN9	0.805	0.882	1.135	1.548	1.151	0.874	1.072	0.957	0.964	1.683	0.671	0.618	0.755	1.356	1.061	0.959	1.382	1.904	1.55	2.138	1.179	1.289	0.954	1.651	0.811	0.567	0.911	1.224	0.854	0.506
