Feature.ID	P1_FF_RPKM_fwd_RNA.Seq	P1_FFPE_RPKM_fwd_RNA.Seq	P2_FF_RPKM_fwd_RNA.Seq	P2_FFPE_RPKM_fwd_RNA.Seq	P3_FF_RPKM_fwd_RNA.Seq	P3_FFPE_RPKM_fwd_RNA.Seq	P4_FFPE_RPKM_fwd_RNA.Seq	P4_FF_RPKM_fwd_RNA.Seq	P5_FFPE_RPKM_fwd_RNA.Seq	P5_FF_RPKM_fwd_RNA.Seq	P6_FF_RPKM_fwd_RNA.Seq	P6_FFPE_RPKM_fwd_RNA.Seq	P7_FFPE_RPKM_fwd_RNA.Seq	P7_FF_RPKM_fwd_RNA.Seq
SP7	0.429	0	0	0	0	0.062	0	0.018	0.251	0	0	0.428	0.117	0
SP8	1.484	0.518	1.283	0.447	1.699	0.715	1.487	3.094	0.558	0.501	1.225	0.862	0.167	0.51
SP9	0.106	0	0	0	0	0	0.061	0	0	0	0	0	0	0
SPA17	1.636	0.865	1.542	0.187	4.319	0	0.19	2.634	0.349	3.21	3.305	0.428	0	4.245
SPACA1	0.513	0	0	0	0	0	0.119	0	0	0	0	0	0	0
SPACA3	0.657	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA4	0.158	0	0	0	0	0.196	0	0	0.113	0	0	0	0.091	0
SPACA5	0.209	0	0	0	0	0.259	0	0	0.298	0	0	1.092	0.121	0
SPACA5B	0.129	0	0	0	0	0.32	0	0	0	0	0	0.169	0	0
SPACA7	1.08	0	0	0	0	0	0.114	0	0.559	0	0	0	0	0
SPAG1	0.839	0.403	1.133	0.783	4.044	0.047	0.488	2.457	0.217	1.158	2.267	0.1	0.176	0.99
SPAG11A	0.407	0	0	0	0	0	0	0	0	0	0	0	0	0
SPAG11B	0.524	0	0.099	0.06	0	0	0	0	0.075	0	0	0.069	0	0
SPAG16	2.211	1.371	5.791	1.806	7.208	0.541	1.334	5.416	1.089	4.821	7.313	0.892	1.357	5.668
SPAG17	0.874	0.014	0.031	0	0.008633	0.107	0.025	0	0.123	0.01	0.068	0.085	0.05	0.044
SPAG4	0.318	0.42	0.05	0.06	0.381	0	0	0.388	0.075	0.148	0.168	0.208	0.122	0.044
SPAG5	0.989	0.133	0.856	0.23	2.181	0.2	0.094	0.902	0.23	1.188	0.912	0.475	0.117	0.848
SPAG6	0.269	0	0.115	0.028	0.607	0	0.028	0.126	0.105	0.137	0.505	0.064	0.028	0.807
SPAG7	3.3	4.164	19.445	2.567	22.684	0.372	2.53	15.1	0.961	10.302	18.604	1.177	0.607	13.842
SPAG8	0.593	0.697	0.186	0.15	0.396	0.327	0.153	0.652	0.094	0.37	0.967	0.474	0.038	0.326
SPAG9	3.68	4.45	11.053	3.929	16.229	2.145	3.377	15.074	2.814	8.921	13.206	2.16	3.052	10.956
SPAM1	0.737	0	0.024	0	0	0	0	0.019	0.036	0	0.02	0	0.029	0
SPANXA1	0.2	0	0	0	0	0	0	0	0	0	0	0.523	0	0
SPANXA2	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0
SPANXB1	0.328	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXB2	0.656	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXC	0	0	0	0	0	0	0.221	0	0	0	0	0	0	0
SPANXN1	0.125	0	0	0	0	0	0	0	0	0	0	0	0.29	0
SPANXN2	0.726	0	0	0	0	0	0.065	0	0	0	0	0.292	0	0
SPANXN3	1.035	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN4	0.535	0	0	0	0	0	0	0	0	0	0	0	0	0
SPANXN5	0.548	0	0	0	0	0	0	0	0	0	0	0	0	0
SPARC	16.915	26.468	21.743	11.139	90.826	24.888	29.148	103.203	21.989	31.115	74.092	15.928	28.64	52.823
SPARCL1	39.47	45.186	59.557	22.309	263.386	9.06	26.947	315.451	14.237	78.452	168.689	11.764	12.885	136.344
SPAST	1.548	0.429	5.714	1.766	7.658	0.256	0.978	6.348	0.987	4.713	6.299	0.405	0.801	5.65
SPATA1	0.931	0	0.351	0.212	0.186	0	0.488	0.136	0.464	0.218	0.258	0.061	0.054	0.153
SPATA12	0.35	0	0.03	0.036	0	0.237	0.111	0	0.045	0.06	0.025	0.458	0.074	0
SPATA13	3.409	3.773	4.576	2.167	6.648	1.036	1.724	5.351	2.02	14.627	7.823	1.759	1.755	12.372
SPATA16	0.912	0	0	0	0	0.181	0.042	0	0.104	0	0	0.048	0	0
SPATA17	1.618	0	1.995	0	1.743	0.309	0.145	1.641	0.177	1.629	3.108	0.163	0	2.41
SPATA18	1.216	0.544	0.59	0.306	2.232	0.886	0.686	2.997	1.222	0.952	2.012	0.654	0.661	0.957
SPATA19	1.065	0	0	0	0	0	0	0	0.126	0	0	0.232	0	0
SPATA2	0.804	1.676	1.145	0.733	1.486	0.62	0.582	1.412	0.814	1.552	1.627	0.537	0.805	1.604
SPATA20	2.355	2.931	12.306	3.509	10.954	0.893	2.418	10.002	0.987	4.661	7.621	1.703	0.545	6.895
SPATA21	0.458	0.202	0.036	0	0	0	0	0	0.217	0	0	0.1	0	0
SPATA22	0.358	0.059	0	0	0	0	0.104	0.033	0.064	0	0.071	0.058	0.052	0
SPATA24	0.567	0.3	2.138	0.776	1.905	0	0.396	2.075	0.323	0.848	1.797	0.296	0	1.121
SPATA25	0.321	0	0.202	0	0.342	0	0.622	0.704	0.457	0.1	0.424	0.559	0.124	0
SPATA2L	0.197	0.261	0.403	0.075	1.052	0	0.344	0.746	0.374	0.522	0.599	1.074	0.076	0.677
SPATA3	0.177	0	0	0	0	0	0.103	0	0.378	0	0	0	0	0
SPATA31A1	0.073	0	0	0	0	0	0.064	0	0.026	0.017	0	0.048	0.021	0
SPATA31A2	0.127	0	0	0	0	0	0.021	0	0.078	0	0	0.285	0	0
SPATA31A3	0.218	0.024	0	0	0	0.135	0.021	0	0.181	0	0	0.095	0.042	0
SPATA31A4	0.072	0	0	0	0	0	0.021	0	0.129	0	0	0.118	0	0
SPATA31A5	0.127	0	0	0	0	0	0	0	0.052	0	0	0.143	0.063	0
SPATA31A6	0.62	0	0	0	0	0	0.064	0	0	0	0	0.596	0.084	0
SPATA31A7	0.328	0	0	0	0	0.09	0	0	0.259	0	0.014	0.095	0.063	0
SPATA31C1	0.305	0	0	0	0	0.252	0.071	0	0	0	0	0.505	0.259	0
SPATA31C2	0.429	0	0.039	0	0.033	0.152	0.024	0.03	0.378	0.019	0	0.347	0.024	0.017
SPATA31D1	0.493	0	0	0	0	0.079	0.019	0	0.227	0	0	0.374	0.055	0
SPATA31D3	0.546	0.041	0	0	0	0.116	0.018	0	0.111	0	0.012	0	0.09	0
SPATA31D4	0.281	0	0	0	0	0.039	0	0	0.089	0	0	0.02	0.018	0
SPATA31E1	0.277	0	0	0	0	0	0.02	0	0.148	0	0	0.249	0	0
SPATA32	0.359	0.317	0.056	0.068	0	0.297	0.139	0.219	0.512	0	0.095	0.078	0.277	0.049
SPATA4	0.374	0	0.235	0	0.05	0	0	0	0.178	0.291	0.247	0.245	0	0.103
SPATA5	0.897	0.612	2.359	1.185	3.831	0.421	0.703	2.807	0.525	2.347	2.604	0.37	0.589	3.151
SPATA5L1	0.745	0.276	2.5	0.68	3.672	0.148	0.451	2.291	0.297	1.671	2.291	0.195	0	2.48
SPATA6	1.444	1.279	1.231	1.051	2.225	0.952	0.983	2.553	1.772	1.12	2.788	0.924	0.994	0.987
SPATA6L	1.005	0.271	0.193	0.234	0.558	0.153	0.191	0.616	0.438	0.978	0.374	0.161	0.664	0.964
SPATA7	1.298	0.656	4.897	1.481	3.728	0.379	0.622	3.83	0.816	2.748	3.753	0.549	0.706	3.902
SPATA8	0.225	0	0	0	0	0	0	0	0	0	0	0.588	0.087	0.185
SPATA9	0.313	0	0.059	0.071	0.1	0	0.218	0.092	0	0.351	0.149	0	0	0.155
SPATC1	0.113	0	0	0.086	0.03	0.374	0.044	0.028	0.108	0	0	1.185	0.48	0
SPATS1	0.902	0	0	0	0	0	0.081	0	0.296	0.065	0	0.363	0	0
SPATS2	1.377	1.82	10.539	4.066	3.97	1.255	1.767	3.173	1.125	2.839	5.505	1.085	0.796	4.288
SPATS2L	2.354	1.888	7.362	2.38	12.755	1.41	2.453	9.205	1.462	3.909	7.869	1.488	0.877	5.34
SPC24	0.47	0	0.665	0.134	0.658	0	0	0.516	0.67	0.439	0.466	0.154	0	0.872
SPC25	0.742	0	0.377	0	0.274	0	0.066	0.042	0.081	0.213	0.181	0.075	0	0.094
SPCS1	10.414	6.276	52.704	10.83	64.514	2.107	4.534	41.083	3.33	40.784	44.864	1.852	1.31	45.358
SPCS2	4.968	4.166	13.355	6.638	15.446	1.477	2.939	10.974	2.951	9.656	11.316	1.002	2.658	11.507
SPCS3	4.114	3.295	40.117	10.265	44.085	3.44	5.527	26.867	3.669	22.366	24.921	2.252	5.163	37.099
SPDEF	8.715	5.15	59.071	11.225	30.594	1.294	7.71	15.585	4.176	52.431	41.316	7.403	4.829	60.194
SPDL1	1.066	0.381	4.7	0.657	3.274	0.286	0.503	2.51	0.451	2.181	3.676	0.339	0.067	2.873
SPDYA	0.428	0	0.202	0	0.029	0	0	0.104	0.051	0.133	0.169	0.186	0.041	0.176
SPDYC	0.436	0	0	0	0	0	0	0	0.248	0	0	0.228	0	0
SPDYE1	0.203	0	0	0.132	0.139	0	0.337	0.127	0.331	0.108	0.069	0.455	0.201	0.072
SPDYE2	1.628	1.23	0.219	1.371	0.093	0.576	1.037	0.255	1.546	0.072	0.123	0.76	0.627	0.096
SPDYE2L	0.233	0.051	0.11	0.088	0.124	0.576	0.451	0.028	0.166	0.036	0.031	0.101	0.134	0.128
SPDYE3	0.652	0.064	0	0.083	0.058	0.06	0.309	0	0.447	0	0	0.126	0.419	0.02
SPDYE4	0.583	0	0	0	0	0	0.097	0.122	0	0	0	0	0.096	0
SPDYE5	0.317	0.229	0.353	0.263	0.046	0.143	0.335	0.084	0.082	0.027	0.16	0.377	0.133	0.047
SPDYE6	0.342	0.097	0.046	0.167	0.039	0.121	0.114	0.054	0.07	0.069	0	0.256	0	0.04
SPECC1	1.96	1.096	2.471	0.907	8.235	0.389	0.886	4.764	1.244	7.064	6.222	0.703	0.66	5.131
SPECC1L	5.157	3.615	18.106	6.569	22.033	2.445	4.566	18.48	3.284	16.704	20.319	2.551	2.417	23.112
SPEF1	0.145	0	0.137	0	0.194	0	0.113	0	0	0	0.038	0.317	0	0
SPEF2	1.475	0.349	1.411	0.477	1.33	0.218	0.282	1.813	0.455	1.08	2.372	0.23	0.153	1.315
SPEG	0.462	2.863	0.405	0.527	0.909	0.458	0.991	2.166	0.64	0.45	1.434	0.976	0.595	0.571
SPEM1	0.313	0	0	0	0	0.194	0	0	0	0	0	0.205	0.09	0
SPEN	3.923	5.544	10.225	5.63	11.505	1.776	2.904	10.67	2.964	11.133	9.093	3.033	1.882	11.495
SPERT	0.191	0	0	0	0	0	0.055	0	0.068	0	0	0.249	0.055	0
SPESP1	0	0	0	0.061	1.504	0	0.187	0.708	0	0.1	0	0	0	1.593
SPG11	4.708	3.04	22.995	5.743	23.599	1.908	3.445	16.231	3.205	16.289	18.274	2.155	2.316	23.861
SPG20	2.365	1.752	3.439	1.593	9.839	0.6	2.105	12.122	1.116	3.315	6.392	1.08	1.219	3.722
SPG21	2.676	2.123	12.189	4.979	11.136	1.837	5.269	11.003	3.988	8.619	8.778	3.876	2.618	9.77
SPG7	2.569	2.617	8.147	2.757	9.366	0.566	1.661	8.514	1.41	7.239	8.266	1.169	0.88	8.029
SPHAR	1.848	0	4.518	0.547	5.477	1.018	0.796	3.959	1.17	3.582	5.154	0.268	0.712	5.132
SPHK1	0.249	0.37	0.323	0.284	0.473	0.154	0.109	0.342	0	0.175	0.494	0.204	0.144	0.103
SPHK2	0.451	0.942	1.456	0.298	1.103	0.471	0.387	1.096	0.203	1.266	1.205	0.932	0.385	0.92
SPHKAP	0.489	0.235	0.01	0.013	0.053	0.028	0.026	0.008141	0.143	0.01	0.008813	0.145	0.013	0
SPI1	0.491	3.248	1.081	1.183	2.359	0.677	0.762	2.238	0.622	1.02	1.125	0.714	0.316	0.72
SPIB	0.544	0.317	0.021	0.298	0.157	0.378	0.101	0.287	0.31	0	0.138	0.74	0	0.144
SPIC	0.769	0	0	0	0	0	0	0	0	0.144	0	0	0	0
SPICE1	2.497	1.977	4.669	2.286	8.795	0.49	1.822	6.105	1.025	6.263	6.497	0.572	0.913	6.72
SPIN1	4.509	4.661	17.196	5.975	16.778	4.411	7.119	19.745	5.698	11.246	16.403	4.21	6.545	15.209
SPIN2A	0.175	0	0.22	0.332	0.14	0	0	0.085	0	0.054	0.092	0.381	0	0.336
SPIN2B	0.67	0.564	1.206	0.556	2.534	0	0.496	2.81	0.521	1.594	2.993	0.319	0.282	1.506
SPIN3	1.069	1.071	4.226	2.065	4.069	1.453	1.284	3.055	1.277	3.576	3.703	1.961	1.495	4.19
SPIN4	0.374	0.371	3.014	0.81	1.795	0.417	0.783	1.697	0.346	1.205	2.667	0.269	0.778	1.756
SPINK1	0.174	0	0	0.199	0.279	1.296	0.203	0.128	0.248	0.163	0.276	0	1.209	0.431
SPINK13	0.302	0	0	0	0	0	0	0.663	0.215	0	0.239	0	0.349	0
SPINK14	2.092	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK2	0.78	0	0.123	0	0.416	0	0	0.095	0.926	0	0	0	0	0
SPINK4	0.209	0	0	0	0	0.518	0	0	0.298	0	0	0	0	0
SPINK5	3.711	0.477	0.851	0.618	0.401	0.249	0	1.072	0.286	0.262	0.397	0.262	0.232	1.025
SPINK6	0.734	0	0	0	0.084	0	0	0	0	0	0	0	0	0
SPINK7	1.537	0	0	0	0	0.346	0.163	0	0	0	0	0	0	0
SPINK8	0.175	0	0	0.199	0.979	0	0	0	0.249	0.163	0.277	0	0	0.864
SPINK9	1.018	0	0	0	0	0	0.395	0	0	0	0	0.222	0	0.14
SPINT1	4.882	2.098	30.268	5.848	40.925	2.798	1.917	17.517	1.999	18.365	23.146	2.394	1.27	25.798
SPINT2	14.333	8.177	56.911	8.613	79.499	2.537	4.715	53.377	5.104	55.371	66.637	5.019	4.981	75.429
SPINT3	0.646	0	0	0	0.129	0	0	0	0	0	0	0	0	0
SPINT4	1.011	0	0	0	0	0	0	0	0.288	0	0	0	0	0
SPIRE1	2.532	2.133	9.312	3.285	7.369	0.896	2.363	8.27	1.704	5.902	9.559	1.655	1.319	5.169
SPIRE2	0.261	0.721	0.514	0.378	1.289	0.294	0.11	1.093	0.135	1.107	0.92	0.682	0.192	0.898
SPN	0.568	1.183	0.309	0.473	0.611	0.649	0.406	0.815	0.513	0.439	0.26	1.142	0.328	0.369
SPNS1	0.521	1.883	1.605	0.515	2.613	0.775	0.727	2.009	0.396	1.363	1.569	0.908	0.803	1.717
SPNS2	0.212	0.304	0.233	0.04	0.467	0.131	0.082	0.285	0.227	0.099	0.294	0.324	0.102	0.058
SPNS3	0.203	0.322	0	0.046	0.032	0	0	0.119	0.058	0	0	0.212	0.047	0
SPO11	0.55	0	0	0	0	0.105	0	0	0	0	0	0.055	0	0
SPOCD1	0.178	0.261	0	0.023	0.111	0.098	0.046	0.043	0.084	0.037	0.016	0.233	0	0
SPOCK1	13.026	9.053	145.387	40.367	21.65	6.749	16.175	17.699	9.118	75.034	102.498	10.014	14.654	56.921
SPOCK2	0.774	1.722	0.614	0.715	1.377	0.853	0.729	2.06	0.42	1.068	0.974	1.398	0.767	0.81
SPOCK3	6.814	5.274	9.291	3.985	22.154	3.687	5.268	30.201	3.931	9.027	29.001	2.199	4.537	12.401
SPON1	3.157	5.322	1.792	1.144	5.412	1.928	1.967	8.283	2.11	2.153	5.859	0.665	1.713	3.193
SPON2	3.164	2.625	10.383	3.963	74.442	0.846	4.475	5.406	5.037	162.367	5.188	1.46	7.495	36.883
SPOP	5.237	8.477	25.543	7.733	23.676	2.669	6.777	29.171	4.427	14.134	21.86	3.199	4.555	18.229
SPOPL	1.823	1.879	7.95	2.294	9.032	1.395	2.34	7.499	2.368	5.136	8.33	0.789	1.488	8.793
SPP1	0.551	1.737	2.397	0.87	6.883	0.21	0.345	29.785	0.121	0.713	1.746	0.886	0.343	13.233
SPP2	0.83	0	0	0	0	0	0	0	0	0	0	0.296	0	0
SPPL2A	3.174	0.961	14.243	3.927	18.208	0.758	1.557	15.54	1.58	12.902	13.67	0.7	1.061	15.346
SPPL2B	0.867	1.705	1.71	0.552	3.048	0.549	0.539	2.066	0.459	1.808	2.795	1.238	0.815	1.843
SPPL2C	0.07	0	0	0	0	0.087	0	0	0.05	0	0	0.506	0	0
SPPL3	1.787	1.944	4.476	2.23	4.544	1.292	2.188	4.484	1.83	4.019	4.338	1.022	1.593	4.449
SPR	1.581	1.602	5.017	1.262	12.901	1.045	0.797	7.059	1.576	4.087	5.554	0.964	2.01	8.075
SPRED1	1.568	1.555	2.268	1.245	5.655	1.786	1.972	5.213	2.022	2.98	3.468	1.191	1.458	3.099
SPRED2	1.124	0.918	2.073	1.471	3.691	1.926	2.096	2.639	2.143	2.101	1.795	1.837	1.968	1.934
SPRED3	0.333	0.18	0.157	0.156	0.133	0.038	0.088	0.133	0.324	0.085	0.084	0.634	0.21	0.075
SPRN	0.194	0.096	0.069	0	0.039	0.12	0.056	0.124	0.138	0.045	0.154	0.19	0.084	0.04
SPRR1A	0.587	0	0	0	0	0.291	0	0	0	0	0	0	0	0
SPRR1B	0.248	0	0	0	0	0	0	0	0	0	0	0.649	0	0
SPRR2A	0.227	0	0	0	0	0	0	0	0.162	0	0	0.148	0	0
SPRR2B	0.348	0	0	0	0	0.576	0	0	0	0	0	0	0	0
SPRR2D	0.676	0	0	0	0	0	0	0	0.161	0	0	0	0.13	0
SPRR2E	0.454	0	0	0	0	0	0	0	0.646	0	0	0.741	0	0
SPRR2F	0.468	0	0	0	0	0	0.136	0	0.167	0	0	0.459	0	0
SPRR2G	0.591	0	0	0	0	0	0	0	0.337	0	0	0.155	0	0
SPRR3	0.39	0	0	0	0	0	0	0	0.222	0	0.062	0.713	0	0
SPRR4	1.004	0	0	0	0	0.746	0	0	0.572	0	0	0.787	0	0
SPRTN	0.749	0.374	2.495	0.589	2.664	0.248	0.6	2.06	0.379	1.571	2.48	0.152	0.173	2.236
SPRY1	2.376	3.542	5.196	3.778	9.041	4.573	4.441	11.789	2.268	3.52	6.271	3.437	4.12	4.145
SPRY2	2.44	1.541	2.987	1.62	4.021	0.451	1.271	4.026	2.282	2.28	3.781	0.904	0.505	2.61
SPRY3 (NC_000023 154997450..155012117)	0.196	0.011	0.048	0.058	0.095	0.148	0.099	0.131	0.194	0.485	0.108	0.122	0.177	0.259
SPRY3 (NC_000024 59100456..59115123)	0.179	0.011	0.048	0.087	0.136	0.084	0.059	0.112	0.121	0.223	0.094	0.122	0.138	0.294
SPRY4	0.955	1.73	0.799	0.685	14.145	1.488	1.182	3.191	1.426	2.878	2.038	1.51	1.335	1.243
SPRYD3	1.888	3.119	6.476	1.436	10.259	1.559	2.074	6.795	2.054	4.239	5.569	2.879	1.758	5.271
SPRYD4	0.657	0.482	2.649	1.665	3.124	0.995	2.589	2.938	0.779	2.114	2.313	1.24	1.645	3.006
SPRYD7	1.2	1.174	2.353	0.821	2.631	0.297	0.754	2.899	0.786	2.736	2.758	0.878	0.583	3.006
SPSB1	0.616	1.271	1.069	0.562	2.86	0.978	1.434	2.888	1.053	0.922	1.876	1.289	0.884	1.422
SPSB2	0.06	0	0.45	0	1.098	0.592	0	1.136	0.425	0.39	0.52	0.624	0.138	0.688
SPSB3	1.593	1.58	6.008	1.022	4.661	0.37	0.637	4.338	0.284	4.094	4.222	1.497	0.921	4.553
SPSB4	0.415	0.253	0	0	0	0.237	0	0.023	0.091	0	0.051	0.209	0.074	0.026
SPTA1	1.083	0.013	0.00904	0	0.015	0.024	0.022	0.021	0.178	0.00896	0	0.125	0	0.0079
SPTAN1	9.42	12.03	22.998	9.15	36.951	3.807	6.345	38.529	5.068	25.265	31.136	6.151	3.787	29.895
SPTB	0.259	0.225	0.153	0.059	0.189	0.092	0.155	0.276	0.148	0.131	0.193	0.329	0.086	0.134
SPTBN1	15.475	19.398	36.833	14.409	60.806	6.743	13.789	48.827	11.189	46.722	44.261	10.617	9.157	43.875
SPTBN2	3.801	2.08	15.496	4.091	18.28	0.17	1.478	8.742	1.392	15.961	12.515	1.622	0.689	17.197
SPTBN4	0.538	0.678	0.404	0.202	0.464	0.104	0.108	0.61	0.192	0.558	0.467	0.33	0.088	0.464
SPTBN5	0.269	0.39	0.13	0.045	0.792	0.065	0.046	0.35	0.159	0.141	0.13	0.171	0.023	0.103
SPTLC1	3.325	1.393	13.753	3.045	19.335	1.103	1.934	13.697	1.301	11.444	13.732	1.01	1.786	17.306
SPTLC2	2.09	2.29	11.399	3.126	13.328	1.61	2.651	7.845	1.971	13.63	11.179	1.711	2.852	14.81
SPTLC3	1.279	0.581	1.621	0.661	6.975	0.297	0.558	5.138	1.082	1.625	1.775	0.261	0.3	1.812
SPTSSA	1.699	1.564	4.49	2.249	8.957	1.203	2.329	4.753	1.858	4.252	5.361	0.476	1.718	5.999
SPTSSB	1.8	0.176	1.069	0.418	12.27	0.661	0.853	8.811	0.855	1.62	3.144	0.305	0.308	4.532
SPTY2D1	2.292	1.967	9.707	2.416	14.739	0.764	1.607	8.363	1.508	8.03	7.937	1.823	1.612	10.427
SPZ1	0.862	0	0	0.094	0.099	0	0	0	0.058	0.077	0.195	0.054	0	0
SQLE	2.649	1.122	7.783	1.232	13.994	0.701	0.628	6.195	1.245	7.498	7.114	0.403	0.714	7.523
SQRDL	3.845	1.492	10.178	1.811	22.893	0.437	0.903	12.734	1.156	8.505	13.001	0.738	0.449	10.493
SQSTM1	7.924	9.35	33.382	10.144	55.593	6.28	9.434	41.996	7.481	21.182	31.256	5.27	9.321	32.134
SRA1	0.913	0.725	3.135	0.667	5.905	0.996	0.68	4.2	0.572	2.288	3.938	1.385	0.38	3.191
SRBD1	2.705	1.568	7.456	1.923	9.042	0.464	1.114	5.927	0.682	7.02	7.735	0.599	0.601	7.647
SRC	1.885	2.613	4.227	2.067	4.744	1.406	3.151	5.935	2.059	5.044	5.105	2.201	2.454	4.01
SRCAP	2.576	6.064	5.702	4.521	5.168	2.201	3.996	5.723	2.781	6.262	5.27	3.886	2.69	5.207
SRCIN1	0.393	0.375	0.288	0.224	0.105	0.081	0.266	0.072	0.233	0.143	0.104	0.698	0.277	0.054
SRCRB4D	0.384	0	0.026	0	0.088	0.136	0.032	0.02	0.195	0	0.022	0.537	0	0.09
SRD5A1	0.306	0.18	1.921	0.194	1.304	0.589	0.277	1.218	0.29	1.364	1.453	0.71	0.432	1.651
SRD5A2	2.484	2.494	2.935	1.686	7.296	3.273	7.462	11.97	3.851	2.292	8.572	4.069	1.018	2.72
SRD5A3	1.149	0.324	2.645	0.494	4.973	0.373	0.592	3.612	0.671	2.112	2.567	0.222	0.479	3.041
SREBF1	2.244	2.012	9.913	3.279	13.862	0.533	2.271	6.212	1.204	4.482	8.333	2.251	0.924	7.282
SREBF2	3.624	5.499	12.135	4.541	17.07	1.637	2.887	9.476	2.034	14.764	9.494	2.941	1.527	9.84
SREK1	3.219	3.562	11.58	5.008	13.623	1.493	2.564	10.461	2.243	10.577	12.436	1.215	1.9	11.468
SREK1IP1	1.076	0.697	4.493	1.663	3.948	0.667	1.265	3.719	1.054	3.29	3.963	0.308	1.076	4.407
SRF	1.709	3.342	5.656	3.818	9.672	2.294	4.287	10.206	2.51	5.407	6.081	3.7	3.437	5.589
SRFBP1	1.952	1.433	8.612	1.824	9.261	1.344	1.198	6.35	1.004	4.686	6.595	0.638	0.752	6.387
SRGAP1	1.234	1.223	2.873	2.007	1.06	0.809	1.572	1.66	0.762	1.424	1.603	0.925	0.797	1.599
SRGAP2	1.524	1.915	2.874	1.295	3.036	0.536	1.17	2.699	1.232	2.656	2.536	1.54	1.212	2.814
SRGAP3	1.624	1.446	1.201	0.975	2.797	0.508	0.448	1.909	0.95	1.781	0.996	0.503	0.198	1.275
SRGAP3-AS3	0.838	0	0	0	0.122	0.378	0	0	0	0	0	0.299	0	0
SRGN	1.594	3.08	4.913	3.427	14.911	1.975	3.994	18.356	1.921	4.583	6.024	1.042	3.898	5
SRI	3.644	2.282	14.646	2.735	21.586	2.218	2.566	16.007	1.912	7.049	11.425	0.794	1.847	9.929
SRL	0.383	0.241	0.086	0.062	0.336	0.136	0.467	0.948	0.208	0.085	0.188	0.215	0.295	0.225
SRM	1.51	0.798	5.466	2.342	4.107	1.347	2.529	4.156	0.688	3.837	4.403	2.605	2.792	3.831
SRMS	0.203	0.067	0.908	0.405	0	0	0	0.037	0	0.379	0.804	0.133	0.059	0.084
SRP14	33.041	13.719	200.306	26.868	154.922	7.275	12.629	130.156	9.14	100.543	136.023	5.266	12.391	109.744
SRP19	2.135	0.952	8.32	2.025	9.078	0.701	0.898	6.027	0.623	5.77	7.218	0.673	1.13	7.207
SRP54	5.796	4.945	42.354	6.689	38.346	1.42	2.705	27.98	1.872	19.777	28.552	2.599	1.792	27.24
SRP68	3.771	1.994	9.409	3.957	8.166	0.872	2.193	7.123	2.041	7.822	8.467	2.958	1.104	10.667
SRP72	5.196	2.569	29.581	6.471	29.136	1.819	3.438	17.788	2.288	16.328	24.536	1.815	2.889	23.417
SRP9	14.662	11.292	106.343	22.789	104.377	4.704	13.912	69.031	11.354	44.83	77.433	3.784	9.161	71.392
SRPK1	2.115	1.98	9.753	3.8	10.661	1.791	2.153	9.354	1.682	6.736	8.673	1.244	1.548	8.001
SRPK2	3.809	2.623	11.895	4.254	16.699	1.082	2.608	11.837	2.317	10.418	12.593	2.36	1.651	11.409
SRPK3	0.307	0.254	0.434	0.044	0.461	0	0.223	0.45	0.164	0.502	0.73	0	0.133	0.221
SRPR	7.384	5.094	32.956	10.522	39.528	3.204	4.483	24.1	5.276	26.206	16.965	4.453	3.65	28.985
SRPRB	2.039	1.726	10.921	2.357	19.952	0.674	1.993	8.6	1.356	8.309	9.03	1.848	1.603	12.412
SRPX	1.252	2.296	4.266	1.244	4.299	0.801	0.564	2.839	0.748	2.944	4.482	0	1.121	2.064
SRPX2	0.562	0.325	0.728	0.4	2.303	0.348	0.368	1.722	0.35	0.525	0.64	0.505	0.325	0.26
SRR	1.552	0.78	2.194	0.885	1.838	1.077	0.83	3.136	0.575	1.45	2.853	0.527	0.359	2.046
SRRD	1.605	0	2.747	0.407	5.328	0.884	0.277	3.09	0.508	2.833	2.544	0.777	0.206	3.135
SRRM1	12.427	14.776	25.368	12.26	23.782	5.085	7.525	26.696	6.568	41.633	26.28	5.364	9.013	38.447
SRRM2	20.752	55.98	33.956	38.694	41.609	6.579	19.278	40.365	12.748	53.686	45.167	11.937	10.584	48.25
SRRM3	0.234	0	0.02	0.024	0.272	0.158	0.049	0.28	0.212	0.06	0.169	0.612	0.172	0.088
SRRM4	0.481	0.084	0	0.021	0.007256	0.18	0.095	0.027	0.245	0	0.029	1.103	0.147	0
SRRM5	1.763	0.466	0.242	0.11	0.41	0.079	0.261	0.587	0.776	0.27	0.356	0.629	0.148	0.343
SRRT	4.388	6.611	15.924	4.657	16.434	1.707	1.365	14.551	1.672	13.566	16.176	2.135	1.593	13.622
SRSF1	6.075	7.582	31.878	9.137	31.229	5.638	8.352	28.425	5.743	24.123	33.123	5.645	6.646	24.873
SRSF10	3.315	2.336	15.374	3.859	14.139	2.377	3.191	14.07	2.852	9.357	13.017	1.408	2.49	11.425
SRSF11	12.105	15.168	51.906	14.563	57.107	3.477	6.69	49.11	5.329	42.833	55.603	4.208	3.976	47.877
